SMILES,DATABASE,ID,PROGRAM,FRAGMENTS,DATASET,PROGRAM_SCORE,SMILES_chiral,SMILES_no_chiral
c1(c(cc2c(c1)CNN2)CC(=O)OC[C@H](CO)NC(=O)C(=C)CN)C(=O)c1cc(cc(c1)Cl)CC(=O)O,LB_DEFLT,LBDEF10_037,LigBuilder,Default,LB_DEFLT10,8.01,C=C(CN)C(=O)N[C@@H](CO)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2,C=C(CN)C(=O)NC(CO)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2
Oc1cccc(c1)NC(=O)NC/C=C/C(=O)[C@H](N)C1=NN=C(O1)CCNC(=O)c1cccc(c1)O,LB_DEFLT,LBDEF03_327,LigBuilder,Default,LB_DEFLT03,7.98,N=C(C(=O)CCCNC(=O)Nc1cccc(O)c1)c1nnc(CCNC(=O)c2cccc(O)c2)o1,N=C(C(=O)CCCNC(=O)Nc1cccc(O)c1)c1nnc(CCNC(=O)c2cccc(O)c2)o1
Oc1cc(ccc1Cl)c1ccc(c(c1)C(=O)CN)CNC/C(=C/CN)/C1=CNC(=N1)CC(=O)O,LB_DEFLT,LBDEF03_136,LigBuilder,Default,LB_DEFLT03,7.96,N=CCC(CNCc1ccc(-c2ccc(Cl)c(O)c2)cc1C(=O)CN)c1c[nH]c(CC(=O)O)n1,N=CCC(CNCc1ccc(-c2ccc(Cl)c(O)c2)cc1C(=O)CN)c1c[nH]c(CC(=O)O)n1
C(=C\C(=O)O)(/CBr)\C1=C(C(=O)OC1)c1cc(c(cc1)CN1C=CC(=C1)CC(=O)O)CCNCO,LB_DEFLT,LBDEF07_016,LigBuilder,Default,LB_DEFLT07,7.57,O=C(O)C=C(CBr)c1coc(O)c1-c1ccc(Cn2ccc(CC(=O)O)c2)c(CCNCO)c1,O=C(O)C=C(CBr)c1coc(O)c1-c1ccc(Cn2ccc(CC(=O)O)c2)c(CCNCO)c1
c1(cc(c2c(c1)CNN2)O)C(=O)c1cc(cc(c1)[C@H](N)C(=C)C1=NC=NN1)C(=O)CC(=O)O,LB_DEFLT,LBDEF10_054,LigBuilder,Default,LB_DEFLT10,7.56,CC(C(=N)c1cc(C(=O)CC(=O)O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1)c1nc[nH]n1,CC(C(=N)c1cc(C(=O)CC(=O)O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1)c1nc[nH]n1
C1(=C(NOC1)C[NH3+])[C@@](O)(/C=C/C1=CC=C(N1)COCCC(=O)O)c1cc(cc(c1)NC(=O)N)C[NH2+]C,LB_DEFLT,LBDEF09_031,LigBuilder,Default,LB_DEFLT09,7.52,CNCc1cc(NC(N)=O)cc([C@](O)(C=Cc2ccc(COCCC(=O)O)[nH]2)C2CON=C2CN)c1,CNCc1cc(NC(N)=O)cc(C(O)(C=Cc2ccc(COCCC(=O)O)[nH]2)C2CON=C2CN)c1
C=C[C@H](CN)Nc1nc(nc(n1)N)Nc1cc(ccc1O)C(=O)O,LB_DEFLT,LBDEF05_003,LigBuilder,Default,LB_DEFLT05,7.5,C=C[C@H](CN)N=c1[nH]c(=N)[nH]c(=Nc2cc(C(=O)O)ccc2O)[nH]1,C=CC(CN)N=c1[nH]c(=N)[nH]c(=Nc2cc(C(=O)O)ccc2O)[nH]1
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)CO)O,LB_DEFLT,LBDEF03_325,LigBuilder,Default,LB_DEFLT03,7.45,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CO,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CO
Oc1cc(ccc1Cl)c1cc(cc(c1)/C(=C/CCCCC)/C1=CNC(=C1)COCCO)O,LB_DEFLT,LBDEF03_281,LigBuilder,Default,LB_DEFLT03,7.45,CCCCC/C=C(/c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1,CCCCCC=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)CCCCC)O,LB_DEFLT,LBDEF03_388,LigBuilder,Default,LB_DEFLT03,7.4,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CCCCC,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CCCCC
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)CC)O,LB_DEFLT,LBDEF03_289,LigBuilder,Default,LB_DEFLT03,7.36,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CC,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CC
Oc1ccc(cc1)CCC/C=C/C[C@H](C(=O)O)C1=COC=C1C(=O)O,LB_DEFLT,LBDEF03_337,LigBuilder,Default,LB_DEFLT03,7.35,O=C(O)c1cocc1C(C/C=C/CCCc1ccc(O)cc1)C(=O)O,O=C(O)c1cocc1C(CC=CCCCc1ccc(O)cc1)C(=O)O
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=CN1)C(=O)/C=C/C(=O)OCCC(=O)N(C)c1cc(ccc1Cl)O,LB_DEFLT,LBDEF06_040,LigBuilder,Default,LB_DEFLT06,7.3,CN(C(=O)CCOC(=O)CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)c1cc(O)ccc1Cl,CN(C(=O)CCOC(=O)CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)c1cc(O)ccc1Cl
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=C(N1)C#CCO)C(=O)CC,LB_DEFLT,LBDEF06_066,LigBuilder,Default,LB_DEFLT06,7.28,CCC(=O)c1cc(C(O)c2cc(=O)cc(Cl)[nH]2)[nH]c1C#CCO,CCC(=O)c1cc(C(O)c2cc(=O)cc(Cl)[nH]2)[nH]c1C#CCO
Oc1ccc(cc1Cl)NC(=O)Cc1cc(nc(c1)C(N)N)CN(C)CN,LB_DEFLT,LBDEF03_351,LigBuilder,Default,LB_DEFLT03,7.26,CN(CN)Cc1cc(CC(=O)Nc2ccc(O)c(Cl)c2)cc(C(N)N)n1,CN(CN)Cc1cc(CC(=O)Nc2ccc(O)c(Cl)c2)cc(C(N)N)n1
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)CCC)O,LB_DEFLT,LBDEF03_394,LigBuilder,Default,LB_DEFLT03,7.22,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CCC,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CCC
c1(c(cc2c(c1)CNN2)CC(=O)OCC(=O)[C@]([NH3+])(CO)CN)C(=O)c1cc(cc(c1)Cl)CC(=O)O,LB_DEFLT,LBDEF10_070,LigBuilder,Default,LB_DEFLT10,7.19,NC[C@@](N)(CO)C(=O)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2,NCC(N)(CO)C(=O)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2
C(=C\C(=O)O)(/CBr)\C1=C(C(=O)OC1)c1cc(c(cc1)CN1C=CC(=C1)CC(=O)O)CN,LB_DEFLT,LBDEF07_023,LigBuilder,Default,LB_DEFLT07,7.18,NCc1cc(-c2c(C(=CBr)CC(=O)O)coc2O)ccc1Cn1ccc(CC(=O)O)c1,NCc1cc(-c2c(C(=CBr)CC(=O)O)coc2O)ccc1Cn1ccc(CC(=O)O)c1
Oc1cc(ccc1Cl)c1cc(cc(c1)/C(=C/CC)/C1=CNC(=C1)COCCO)O,LB_DEFLT,LBDEF03_245,LigBuilder,Default,LB_DEFLT03,7.17,CC/C=C(/c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1,CCC=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=C(N1)CO)C(=O)/C=C/C(=O)OCC(=O)CCCl,LB_DEFLT,LBDEF06_058,LigBuilder,Default,LB_DEFLT06,7.15,O=Cc1[nH]c(C(O)c2cc(=O)cc(Cl)[nH]2)cc1C(=O)CCC(=O)OCC(=O)CCCl,O=Cc1[nH]c(C(O)c2cc(=O)cc(Cl)[nH]2)cc1C(=O)CCC(=O)OCC(=O)CCCl
Oc1ccc(cc1Cl)NC(=O)Cc1ccnc(c1)C(N)(N)C1=CNCNC1,LB_DEFLT,LBDEF03_185,LigBuilder,Default,LB_DEFLT03,7.15,NC(N)(c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1)C1C=NCNC1,NC(N)(c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1)C1C=NCNC1
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)C[NH2+]C)O,LB_DEFLT,LBDEF03_305,LigBuilder,Default,LB_DEFLT03,7.14,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CNC,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1CNC
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=C(N1)CO)C(=O)/C=C/C(=O)OCC(=O)CI,LB_DEFLT,LBDEF06_062,LigBuilder,Default,LB_DEFLT06,7.13,O=Cc1[nH]c(C(O)c2cc(=O)cc(Cl)[nH]2)cc1C(=O)CCC(=O)OCC(=O)CI,O=Cc1[nH]c(C(O)c2cc(=O)cc(Cl)[nH]2)cc1C(=O)CCC(=O)OCC(=O)CI
c1(c(cc2c(c1)CNN2)CC(=O)OCC(=O)[C@H]([NH3+])CO)C(=O)c1cc(cc(c1)Cl)CC(=O)O,LB_DEFLT,LBDEF10_055,LigBuilder,Default,LB_DEFLT10,7.13,NC(C=O)C(O)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2,NC(C=O)C(O)COC(=O)Cc1cc2c(cc1C(=O)c1cc(Cl)cc(CC(=O)O)c1)CNN2
N1C(=C(C=C1C(=O)N)CCC1=CC(=C(C(=O)O)O1)[C@@H](O)CCCNCN)C(=O)c1ccc(cc1)Br,LB_DEFLT,LBDEF05_238,LigBuilder,Default,LB_DEFLT05,7.13,NCNCCC[C@H](O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2)oc1C(=O)O,NCNCCCC(O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2)oc1C(=O)O
c1(cc(c2c(c1)CNN2)O)C(=O)c1cc(cc(c1)[C@H](N)C(=C)C1=NC=NN1)C(=O)NC(=O)N,LB_DEFLT,LBDEF10_048,LigBuilder,Default,LB_DEFLT10,7.12,CC(C(=N)c1cc(C(=O)NC(N)=O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1)c1nc[nH]n1,CC(C(=N)c1cc(C(=O)NC(N)=O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1)c1nc[nH]n1
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=CNC(=C1)COCCO)O,LB_DEFLT,LBDEF03_197,LigBuilder,Default,LB_DEFLT03,7.11,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1c[nH]c(COCCO)c1
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=CN1)C(=O)/C=C/C(=O)Oc1cccc(c1I)C(=O)O,LB_DEFLT,LBDEF06_043,LigBuilder,Default,LB_DEFLT06,7.11,O=C(CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)Oc1cccc(C(=O)O)c1I,O=C(CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)Oc1cccc(C(=O)O)c1I
C=C[C@H](CN)OC(=O)N1C=C(C=C(C1)CC[NH3+])CCC1=C(C(=CN1)C[NH2+]CCOc1cccc(c1)I)C(=O)O,LB_DEFLT,LBDEF05_179,LigBuilder,Default,LB_DEFLT05,7.11,C=C[C@H](CN)OC(=O)N1C=C(CCc2[nH]cc(CNCCOc3cccc(I)c3)c2C(=O)O)C=C(CCN)C1,C=CC(CN)OC(=O)N1C=C(CCc2[nH]cc(CNCCOc3cccc(I)c3)c2C(=O)O)C=C(CCN)C1
c1(cc(c2c(c1)CNN2)O)C(=O)c1cc(cc(c1)[C@H](N)C=C)C(=O)OC(=O)CN,LB_DEFLT,LBDEF10_025,LigBuilder,Default,LB_DEFLT10,7.1,C=C[C@@H](N)c1cc(C(=O)OC(=O)CN)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1,C=CC(N)c1cc(C(=O)OC(=O)CN)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1
Oc1cc(ccc1Cl)c1c(cc(cc1)CNC/C(=C/CN)/C1=CNC(=N1)CCC)C(=O)CO,LB_DEFLT,LBDEF03_382,LigBuilder,Default,LB_DEFLT03,7.08,CCCc1nc(C(C=NCc2ccc(-c3ccc(Cl)c(O)c3)c(C(=O)CO)c2)CCN)c[nH]1,CCCc1nc(C(C=NCc2ccc(-c3ccc(Cl)c(O)c3)c(C(=O)CO)c2)CCN)c[nH]1
C(=C\Cc1cc(ccc1O)Cl)(\C(=O)N[C@@H](C(=O)O)c1cc(nc(n1)O)CCCC(=O)O)/C1=COCC1,LB_DEFLT,LBDEF07_011,LigBuilder,Default,LB_DEFLT07,7.07,O=C(O)CCCc1cc(C(=NC(=O)C(=CCc2cc(Cl)ccc2O)C2CCOC2)C(=O)O)[nH]c(=O)n1,O=C(O)CCCc1cc(C(=NC(=O)C(=CCc2cc(Cl)ccc2O)C2CCOC2)C(=O)O)[nH]c(=O)n1
C=C[C@H](CN)Nc1nc(nc(n1)N(CC(=O)C1=COC=C1CC(=O)N)CCO)NC(=O)C,LB_DEFLT,LBDEF05_196,LigBuilder,Default,LB_DEFLT05,7.06,C=C[C@H](CN)N=c1[nH]c(N(CCO)CC(=O)c2cocc2CC(N)=O)nc(=NC(C)=O)[nH]1,C=CC(CN)N=c1[nH]c(N(CCO)CC(=O)c2cocc2CC(N)=O)nc(=NC(C)=O)[nH]1
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=C(N1)CO)C(=O)/C=C/C(=O)OCC(=O)CC,LB_DEFLT,LBDEF06_069,LigBuilder,Default,LB_DEFLT06,7.05,CCC(=O)COC(=O)CCC(=O)c1cc(C(O)c2cc(=O)cc(Cl)[nH]2)[nH]c1C=O,CCC(=O)COC(=O)CCC(=O)c1cc(C(O)c2cc(=O)cc(Cl)[nH]2)[nH]c1C=O
Oc1ccc(cc1Cl)NC(=O)Cc1ccnc(c1)C(N)(N)C(=O)c1ccccc1,LB_DEFLT,LBDEF03_226,LigBuilder,Default,LB_DEFLT03,7.05,NC(N)(C(=O)c1ccccc1)c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1,NC(N)(C(=O)c1ccccc1)c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1
N1C(=C(C=C1C(=O)N)CCC1=CC(=C(C(=O)O)O1)CO[C@@H](C(=O)O)CCO)C(=O)c1ccc(cc1)Br,LB_DEFLT,LBDEF05_262,LigBuilder,Default,LB_DEFLT05,7.05,NC(=O)c1cc(CCc2cc(COC(CCO)C(=O)O)c(C(=O)O)o2)c(C(=O)c2ccc(Br)cc2)[nH]1,NC(=O)c1cc(CCc2cc(COC(CCO)C(=O)O)c(C(=O)O)o2)c(C(=O)c2ccc(Br)cc2)[nH]1
Oc1ccc(cc1Cl)NC(=O)[C@@H](C1=NON=C1)C1=CN=C(O1)CNCN,LB_DEFLT,LBDEF03_231,LigBuilder,Default,LB_DEFLT03,7.03,NCNCc1ncc(C(C(=O)Nc2ccc(O)c(Cl)c2)c2cnon2)o1,NCNCc1ncc(C(C(=O)Nc2ccc(O)c(Cl)c2)c2cnon2)o1
C1(=NCCOC1)[C@](COc1ccc(c(c1)CO)C=C)(O)C1=CN(N=N1)C(=O)O,LB_DEFLT,LBDEF09_042,LigBuilder,Default,LB_DEFLT09,7.03,C=Cc1ccc(OC[C@](O)(C2=NCCOC2)c2cn(C(=O)O)nn2)cc1CO,C=Cc1ccc(OCC(O)(C2=NCCOC2)c2cn(C(=O)O)nn2)cc1CO
C1=NN=C(NC1)C[NH2+][C@H](/C=C/Cc1ccc(cc1O)Cl)C1=C(C=NO1)C(=O)N,LB_DEFLT,LBDEF03_250,LigBuilder,Default,LB_DEFLT03,7.03,NC(=O)c1cnoc1[C@@H](/C=C/Cc1ccc(Cl)cc1O)N=CC1N=CCNN1,NC(=O)c1cnoc1C(C=CCc1ccc(Cl)cc1O)N=CC1N=CCNN1
Oc1ccc(cc1Cl)NC(=O)Cc1ccnc(c1)C(N)(N)COC(=O)C=C,LB_DEFLT,LBDEF03_187,LigBuilder,Default,LB_DEFLT03,7.01,C=CC(=O)OCC(N)(N)c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1,C=CC(=O)OCC(N)(N)c1cc(CC(=O)Nc2ccc(O)c(Cl)c2)ccn1
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=CN1)C(=O)/C=C/C(=O)Oc1ccccc1I,LB_DEFLT,LBDEF06_030,LigBuilder,Default,LB_DEFLT06,7.01,O=C(CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)Oc1ccccc1I,O=C(CCC(=O)c1c[nH]c(C(=O)c2cc(=O)cc(Cl)[nH]2)c1)Oc1ccccc1I
C1(=COC=C1C(=O)Nc1cccc(c1F)F)C(=O)[C@H](C(=O)/C=C(/C(=O)O)\CCC)C1=CCC1,LB_DEFLT,LBDEF03_094,LigBuilder,Default,LB_DEFLT03,6.99,CC=CC(=CC(=O)C(C(=O)c1cocc1C(=O)Nc1cccc(F)c1F)C1CCC1)C(=O)O,CC=CC(=CC(=O)C(C(=O)c1cocc1C(=O)Nc1cccc(F)c1F)C1CCC1)C(=O)O
Oc1cc(ccc1Cl)c1cc(cc(c1)C(=C)C1=C(NC(=C1)COCCO)COC)O,LB_DEFLT,LBDEF03_312,LigBuilder,Default,LB_DEFLT03,6.98,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1COC,C=C(c1cc(O)cc(-c2ccc(Cl)c(O)c2)c1)c1cc(COCCO)[nH]c1COC
C1(=COC=C1C(=O)Nc1ccc(cc1)O)[C@@H](O)C1=NC(=C(N1)CO)COCCOCCNCN,LB_DEFLT,LBDEF03_006,LigBuilder,Default,LB_DEFLT03,6.97,NCNCCOCCOCc1[nH]c(C(O)c2cocc2C(=O)Nc2ccc(O)cc2)nc1CO,NCNCCOCCOCc1[nH]c(C(O)c2cocc2C(=O)Nc2ccc(O)cc2)nc1CO
C1(=COC=C1C(=O)Nc1cccc(c1F)F)C(=O)[C@H](C(=O)/C=C(/C(=O)O)\CC)C1=CCC1,LB_DEFLT,LBDEF03_098,LigBuilder,Default,LB_DEFLT03,6.96,CC=C(CC(=O)C(C(=O)c1cocc1C(=O)Nc1cccc(F)c1F)=C1CCC1)C(=O)O,CC=C(CC(=O)C(C(=O)c1cocc1C(=O)Nc1cccc(F)c1F)=C1CCC1)C(=O)O
Oc1ccc(cc1Cl)NC(=O)[C@@H](C1=NON=C1)N1C=C(CC=C1)/C(=C/CN)/CN,LB_DEFLT,LBDEF03_347,LigBuilder,Default,LB_DEFLT03,6.96,NC/C=C(\CN)C1=CN(C(C(=O)Nc2ccc(O)c(Cl)c2)c2cnon2)C=CC1,NCC=C(CN)C1=CN(C(C(=O)Nc2ccc(O)c(Cl)c2)c2cnon2)C=CC1
c1(ccc2c(c1)C(=O)C(=CC2=O)CO)/C(=C(\CC)/C(=O)O)/CC1=NC=CO1,LB_DEFLT,LBDEF02_048,LigBuilder,Default,LB_DEFLT02,6.96,CCC(C(=O)O)=C(Cc1ncco1)c1ccc2c(O)cc(C=O)c(O)c2c1,CCC(C(=O)O)=C(Cc1ncco1)c1ccc2c(O)cc(C=O)c(O)c2c1
C1=C(OC=C(C1)C/C=C(/C)\CCCCCN)c1nc(nc(n1)CO)C[NH3+],LB_DEFLT,LBDEF05_014,LigBuilder,Default,LB_DEFLT05,6.96,C/C(=C/C=C1CCC(c2nc(C=O)nc(CN)n2)OC1)CCCCCN,CC(=CC=C1CCC(c2nc(C=O)nc(CN)n2)OC1)CCCCCN
C1(=C(OC(=N1)/C=C/C[C@@H](C(=O)O)C1=NON=C1CC(=O)Cc1cc(ccc1F)C(=O)N)CO)CBr,LB_DEFLT,LBDEF01_006,LigBuilder,Default,LB_DEFLT01,6.96,NC(=O)c1ccc(F)c(CC(=O)Cc2nonc2C(=CCCc2nc(CBr)c(CO)o2)C(=O)O)c1,NC(=O)c1ccc(F)c(CC(=O)Cc2nonc2C(=CCCc2nc(CBr)c(CO)o2)C(=O)O)c1
c1cc(c(cc1C(=C)c1cc(c(cc1)CN)Cl)C1=CN(C(=C1)C(=O)CF)CC(=O)NCC)O,LB_DEFLT,LBDEF02_055,LigBuilder,Default,LB_DEFLT02,6.95,C=C(c1ccc(CN)c(Cl)c1)c1ccc(O)c(-c2cc(C(=O)CF)n(CC(=O)NCC)c2)c1,C=C(c1ccc(CN)c(Cl)c1)c1ccc(O)c(-c2cc(C(=O)CF)n(CC(=O)NCC)c2)c1
C1(=C(NOC1)C[NH3+])[C@@](O)(/C=C/C1=CC=C(N1)COCCC(=O)O)c1cc(ccc1)C[NH2+]CCF,LB_DEFLT,LBDEF09_004,LigBuilder,Default,LB_DEFLT09,6.95,N=CC1NOCC1[C@@](O)(C=Cc1ccc(COCCC(=O)O)[nH]1)c1cccc(CNCCF)c1,N=CC1NOCC1C(O)(C=Cc1ccc(COCCC(=O)O)[nH]1)c1cccc(CNCCF)c1
N1C(=C(C=C1C(=O)N)CCC1=CC(=C(C(=O)O)O1)[C@@](O)(CC=C)C[NH3+])C(=O)c1ccc(cc1)Br,LB_DEFLT,LBDEF05_254,LigBuilder,Default,LB_DEFLT05,6.95,C=CC[C@@](O)(CN)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2)oc1C(=O)O,C=CCC(O)(CN)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2)oc1C(=O)O
C1=C(N=C(N1)CO)/C(=C\C1=NN(C=C1Cl)C[C@@H](C)N)/COC(=O)CCCCCCO,LB_DEFLT,LBDEF07_027,LigBuilder,Default,LB_DEFLT07,6.95,C[C@@H](N)Cn1cc(Cl)c(CC(COC(=O)CCCCCCO)c2c[nH]c(C=O)n2)n1,CC(N)Cn1cc(Cl)c(CC(COC(=O)CCCCCCO)c2c[nH]c(C=O)n2)n1
C1(=COC=C1C(=O)Nc1ccc(cc1)O)[C@@H](O)C1=NC(=C(N1)CO)C(=O)CNC(=O)/C=C/CCl,LB_DEFLT,LBDEF03_168,LigBuilder,Default,LB_DEFLT03,6.94,O=C(CCCCl)N=CC(=O)c1[nH]c(C(O)c2cocc2C(=O)Nc2ccc(O)cc2)nc1CO,O=C(CCCCl)N=CC(=O)c1[nH]c(C(O)c2cocc2C(=O)Nc2ccc(O)cc2)nc1CO
[NH3+][C@H](C(=O)O)c1ccc(cc1NC(=O)NC/C(=C\C1=CCC(=CO1)CC(=O)O)/CC1=C(N=CN1)Cl)CF,LB_DEFLT,LBDEF08_004,LigBuilder,Default,LB_DEFLT08,6.94,NC(C(=O)O)c1ccc(CF)cc1NC(=O)NC/C(=C\C1=CC=C(CC(=O)O)CO1)Cc1[nH]cnc1Cl,NC(C(=O)O)c1ccc(CF)cc1NC(=O)NCC(=CC1=CC=C(CC(=O)O)CO1)Cc1[nH]cnc1Cl
Oc1cc(ccc1Cl)c1cc(c(cc1)CN)C/C(=C(/C(=O)N)\CO)/C(=O)O,LB_DEFLT,LBDEF03_428,LigBuilder,Default,LB_DEFLT03,6.94,NCc1ccc(-c2ccc(Cl)c(O)c2)cc1CC(C(=O)O)C(C=O)C(N)=O,NCc1ccc(-c2ccc(Cl)c(O)c2)cc1CC(C(=O)O)C(C=O)C(N)=O
Oc1cc(ccc1Cl)c1cc(c(cc1)CN)C/C(=C/C(=O)N)/C(=O)O,LB_DEFLT,LBDEF03_415,LigBuilder,Default,LB_DEFLT03,6.93,N=Cc1ccc(-c2ccc(Cl)c(O)c2)cc1CC(CC(N)=O)C(=O)O,N=Cc1ccc(-c2ccc(Cl)c(O)c2)cc1CC(CC(N)=O)C(=O)O
c1ccc(c(c1CN1C=C(C(=C1)/C=C/CC(=O)NC(=O)Nc1ccc(cc1)Cl)CO)NC(=O)N)C(=O)C[NH3+],LB_DEFLT,LBDEF06_051,LigBuilder,Default,LB_DEFLT06,6.93,NCC(=O)c1cccc(Cn2cc(C=CCC(=O)NC(=O)Nc3ccc(Cl)cc3)c(CO)c2)c1NC(N)=O,NCC(=O)c1cccc(Cn2cc(C=CCC(=O)NC(=O)Nc3ccc(Cl)cc3)c(CO)c2)c1NC(N)=O
N1C(=C(C=C1C(=O)N)CCC1=CC(=C(C(=O)O)O1)[C@H](O)CNC=C)C(=O)c1cc(c(cc1)Br)Cl,LB_DEFLT,LBDEF05_229,LigBuilder,Default,LB_DEFLT05,6.93,CC=NC[C@@H](O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)c(Cl)c2)oc1C(=O)O,CC=NCC(O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)c(Cl)c2)oc1C(=O)O
N1C(=C(C=C1C(=O)N)CCC1=CC(=C(C(=O)O)O1)[C@@H](O)CC#C)C(=O)c1ccc(cc1O)Br,LB_DEFLT,LBDEF05_265,LigBuilder,Default,LB_DEFLT05,6.92,C#CC[C@H](O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2O)oc1C(=O)O,C#CCC(O)c1cc(CCc2cc(C(N)=O)[nH]c2C(=O)c2ccc(Br)cc2O)oc1C(=O)O
Oc1cc(nc(c1)Cl)[C@H](O)C1=CC(=CN1)C(=O)/C=C/C(=O)Oc1ccc(cc1I)CCC(=O)C,LB_DEFLT,LBDEF06_045,LigBuilder,Default,LB_DEFLT06,6.91,CC(=O)CCc1ccc(OC(=O)CCC(=O)c2c[nH]c(C(=O)c3cc(=O)cc(Cl)[nH]3)c2)c(I)c1,CC(=O)CCc1ccc(OC(=O)CCC(=O)c2c[nH]c(C(=O)c3cc(=O)cc(Cl)[nH]3)c2)c(I)c1
c1(cc(c2c(c1)CNN2)O)C(=O)c1cc(cc(c1)[C@](N)(C(=C)C1=NC=NN1)CBr)C(=O)NC(=O)N,LB_DEFLT,LBDEF10_077,LigBuilder,Default,LB_DEFLT10,6.91,C=C(c1nc[nH]n1)[C@](N)(CBr)c1cc(C(=O)NC(N)=O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1,C=C(c1nc[nH]n1)C(N)(CBr)c1cc(C(=O)NC(N)=O)cc(C(O)c2cc(O)c3[nH]ncc3c2)c1
