SMILES,DATABASE,ID,PROGRAM,FRAGMENTS,DATASET,PROGRAM_SCORE,SMILES_chiral,SMILES_no_chiral
C(=O)(O)C1=CC(=O)C(=C(O1)CC[C@H](N)c1cccc(c1)C/C=C\c1ccccc1)O,LB_CDEPF,LBCEF08_171,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF08,6.53,N[C@@H](CCc1oc(C(=O)O)cc(=O)c1O)c1cccc(C/C=C\c2ccccc2)c1,NC(CCc1oc(C(=O)O)cc(=O)c1O)c1cccc(CC=Cc2ccccc2)c1
C(=O)(OC(=O)c1ccc(cc1C1=NOC=C1)CCC(=O)NC)C1=CNC=C(C1)C[NH3+],LB_CDEPF,LBCEF01_079,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.53,CNC(=O)CCc1ccc(C(=O)OC(=O)C2=CN=CC(CN)C2)c(-c2ccon2)c1,CNC(=O)CCc1ccc(C(=O)OC(=O)C2=CN=CC(CN)C2)c(-c2ccon2)c1
C(=O)(OC(=O)c1ccc(cc1C1=NOC=C1)C(=O)COC)C1=CNC=C(C1)C[NH3+],LB_CDEPF,LBCEF01_077,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.53,COCC(=O)c1ccc(C(=O)OC(=O)C2=CN=CC(CN)C2)c(-c2ccon2)c1,COCC(=O)c1ccc(C(=O)OC(=O)C2=CN=CC(CN)C2)c(-c2ccon2)c1
C(=O)(OC(=O)C1=CN(C(=O)N1)[C@@H](CCN)CC#C)c1cc(cnc1O)CC(=O)O,LB_CDEPF,LBCEF01_150,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.52,C#CC[C@H](CCN)n1cc(C(=O)OC(=O)c2cc(CC(=O)O)c[nH]c2=O)[nH]c1=O,C#CCC(CCN)n1cc(C(=O)OC(=O)c2cc(CC(=O)O)c[nH]c2=O)[nH]c1=O
c1cnc(c(n1)C#CC[NH2+]CC1=C(OCCO1)[C@H](O)c1ccc(cc1)CNCNCCCCN)O,LB_CDEPF,LBCEF10_007,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.52,NCCCCNCNCc1ccc([C@@H](O)C2=C(CNCC#Cc3ncc[nH]c3=O)OCCO2)cc1,NCCCCNCNCc1ccc(C(O)C2=C(CNCC#Cc3ncc[nH]c3=O)OCCO2)cc1
C(=O)(N)C1=C(C=NO1)/C=C/c1ccc(c(n1)[C@](CNCc1cc(c(cc1)O)NC(=O)N)(CN)O)O,LB_CDEPF,LBCEF05_032,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF05,6.52,NC[C@@](O)(CNCc1ccc(O)c(NC(N)=O)c1)c1nc(C=Cc2cnoc2C(N)=O)ccc1O,NCC(O)(CNCc1ccc(O)c(NC(N)=O)c1)c1nc(C=Cc2cnoc2C(N)=O)ccc1O
C(=O)(c1cccc(c1)[C@@H](C(=O)O)NC1=CC(=NN1)CN(C(=O)N)C)c1cc(ccc1O)Cl,LB_CDEPF,LBCEF01_142,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.52,CN(Cc1cc(=NC(C(=O)O)c2cccc(C(=O)c3cc(Cl)ccc3O)c2)[nH][nH]1)C(N)=O,CN(Cc1cc(=NC(C(=O)O)c2cccc(C(=O)c3cc(Cl)ccc3O)c2)[nH][nH]1)C(N)=O
C(=O)(OC(=O)c1cccc(c1)CN)C1=CNC=C([C@H]1CNCNC)C[NH3+],LB_CDEPF,LBCEF01_109,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.52,CNCNC[C@@H]1C(CN)=CN=CC1C(=O)OC(=O)c1cccc(CN)c1,CNCNCC1C(C(=O)OC(=O)c2cccc(CN)c2)=CN=CC1CN
C1=NN(C(=O)NC1=O)C[C@@H]([NH3+])C(=O)OC/C=C/c1cc(cc(c1)CN1CCCC1)OCCO,LB_CDEPF,LBCEF07_030,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.52,NC(Cn1ncc(=O)[nH]c1=O)C(=O)OC/C=C/c1cc(CN2CCCC2)cc(OCCO)c1,NC(Cn1ncc(=O)[nH]c1=O)C(=O)OCC=Cc1cc(CN2CCCC2)cc(OCCO)c1
C1=C(NC(=O)N=C1/C=C/[C@@](CN)(N)C1=NN=CN1)CNC(=O)CCN(CO)CCCCCO,LB_CDEPF,LBCEF06_095,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.52,NC[C@@](N)(CCc1cc(C=NC(=O)CCN(CO)CCCCCO)[nH]c(=O)n1)c1nc[nH]n1,NCC(N)(CCc1cc(C=NC(=O)CCN(CO)CCCCCO)[nH]c(=O)n1)c1nc[nH]n1
C1(=NCCO1)[C@H](N)/C=C(\NCC1=NC(=CO1)CO)/c1cc(cc(c1)CCC)CO,LB_CDEPF,LBCEF08_091,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF08,6.51,CCCc1cc(CO)cc(C(CC(N)C2NCCO2)=NCc2nc(C=O)co2)c1,CCCc1cc(CO)cc(C(CC(N)C2NCCO2)=NCc2nc(C=O)co2)c1
c1(cc(cc(c1)Cl)O)C(=O)C1=NOC(=N1)/C=C/C1=NC=N[C@H](N1CC(=O)NCCC(=O)N)CO,LB_CDEPF,LBCEF06_085,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.51,NC(=O)CCNC(=O)CN1C(/C=C/c2nc(C(=O)c3cc(O)cc(Cl)c3)no2)=NC=N[C@H]1CO,NC(=O)CCNC(=O)CN1C(C=Cc2nc(C(=O)c3cc(O)cc(Cl)c3)no2)=NC=NC1CO
C(=O)(OC(=O)c1cc(cc(c1)CCC)C=C)C1=CNC=C(C1)C[NH2+]CCNCCCNCCC,LB_CDEPF,LBCEF01_107,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.51,C=Cc1cc(CCC)cc(C(=O)OC(=O)C2=CN=CC(CNCCNCCCNCCC)C2)c1,C=Cc1cc(CCC)cc(C(=O)OC(=O)C2=CN=CC(CNCCNCCCNCCC)C2)c1
C(=O)(O)C1=C(C(=O)CO1)c1ccc(cc1)C/C(=C\C(=O)C1=CC(=CN1)CCCCCC(=O)O)/NC,LB_CDEPF,LBCEF06_211,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.51,CN=C(Cc1ccc(-c2c(O)coc2C(=O)O)cc1)CC(=O)c1cc(CCCCCC(=O)O)c[nH]1,CN=C(CC(=O)c1cc(CCCCCC(=O)O)c[nH]1)Cc1ccc(-c2c(O)coc2C(=O)O)cc1
c1(c2C=NOc2ncn1)[C@](O)(C1=CC(=CO1)C(=O)Oc1cc(ccc1Cl)Cl)CC#CCCCN,LB_CDEPF,LBCEF01_005,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.51,NCCCC#CC[C@@](O)(c1cc(C(=O)Oc2cc(Cl)ccc2Cl)co1)c1ncnc2oncc12,NCCCC#CCC(O)(c1cc(C(=O)Oc2cc(Cl)ccc2Cl)co1)c1ncnc2oncc12
c1cnc(c(n1)C#CC(=O)NC[C@@H](C1=NON=C1CO)N(c1cc(cc(c1)Cl)CCl)C(=O)N)O,LB_CDEPF,LBCEF10_088,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.51,NC(=O)N(c1cc(Cl)cc(CCl)c1)C(CNC(=O)C#Cc1ncc[nH]c1=O)c1nonc1CO,NC(=O)N(c1cc(Cl)cc(CCl)c1)C(CNC(=O)C#Cc1ncc[nH]c1=O)c1nonc1CO
c1cnc(c(n1)C#CC(=O)NC[C@H](CC(=O)CN1C(=O)NC(=O)O1)CNCCC(=O)OC)O,LB_CDEPF,LBCEF10_090,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.51,COC(=O)CCNC[C@H](CNC(=O)C#Cc1ncc[nH]c1=O)CC(=O)Cn1oc(=O)[nH]c1=O,COC(=O)CCNCC(CNC(=O)C#Cc1ncc[nH]c1=O)CC(=O)Cn1oc(=O)[nH]c1=O
C\1(=C/[C@@H](N)C2=NN=C(O2)C[NH2+]CC2=CCC2)/C(=O)N(N(C1=O)CF)CCC(=O)N,LB_CDEPF,LBCEF07_064,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.5,N=C(Cc1c(O)n(CCC(N)=O)n(CF)c1=O)c1nnc(CNCC2=CCC2)o1,N=C(Cc1c(O)n(CCC(N)=O)n(CF)c1=O)c1nnc(CNCC2=CCC2)o1
c1cnc(c(n1)C#CC[N@@H+](CC1=C(OC[C@H](O1)C(=O)C[NH2+]CC(=O)N)CC[NH2+]CCO)CF)O,LB_CDEPF,LBCEF10_044,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.5,NC(=O)CNCC(=O)C1COC(CCNCCO)=C(CN(CF)CC#Cc2ncc[nH]c2=O)O1,NC(=O)CNCC(=O)C1COC(CCNCCO)=C(CN(CF)CC#Cc2ncc[nH]c2=O)O1
c1cnc(c(n1)C#CC(=O)NC[C@@H](C1=NON=C1CC(=O)N)CN(C(=O)NCF)C)O,LB_CDEPF,LBCEF10_087,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.5,CN(CC(CNC(=O)C#Cc1ncc[nH]c1=O)c1nonc1CC(N)=O)C(=O)NCF,CN(CC(CNC(=O)C#Cc1ncc[nH]c1=O)c1nonc1CC(N)=O)C(=O)NCF
C1(=NNN=C1C/C(=C\[C@H](O)c1cc(cc(c1)Br)NC(=O)CN)/CCOC(=O)C1=NN=CO1)CC(=O)C,LB_CDEPF,LBCEF10_005,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.5,CC(=O)Cc1[nH]nnc1CC(CCOC(=O)c1nnco1)CC(=O)c1cc(Br)cc(NC(=O)CN)c1,CC(=O)Cc1[nH]nnc1CC(CCOC(=O)c1nnco1)CC(=O)c1cc(Br)cc(NC(=O)CN)c1
C1=C(C(=O)O/C/1=C/C(=O)O)[C@H](COC(=O)C1=NC=C(O1)CN(CCBr)CN)NC,LB_CDEPF,LBCEF05_008,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF05,6.5,CN=C(COC(=O)c1ncc(CN(CN)CCBr)o1)c1cc(CC(=O)O)oc1O,CN=C(COC(=O)c1ncc(CN(CN)CCBr)o1)c1cc(CC(=O)O)oc1O
C1(=O)C[C@](O1)(C1=C(ON=C1)C(=O)CNCC/C=C(/CN)\c1ccc(c(c1)O)Br)CO,LB_CDEPF,LBCEF02_007,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF02,6.5,NC/C(=C/CCNCC(=O)c1oncc1[C@]1(CO)CC(=O)O1)c1ccc(Br)c(O)c1,NCC(=CCCNCC(=O)c1oncc1C1(CO)CC(=O)O1)c1ccc(Br)c(O)c1
C(=O)(O)[C@@H](/C(=C/c1ccc(cc1NCCNCN)O)/CC1=NNC(=O)O1)c1ccc(c(n1)O)CBr,LB_CDEPF,LBCEF09_009,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF09,6.49,NCNCCNc1cc(O)ccc1C=C(Cc1n[nH]c(=O)o1)C(C(=O)O)c1ccc(CBr)c(=O)[nH]1,NCNCCNc1cc(O)ccc1C=C(Cc1n[nH]c(=O)o1)C(C(=O)O)c1ccc(CBr)c(=O)[nH]1
C(=O)([C@H]1C(=CC1)CNCC1=CC(=O)N=C(N1)C[NH3+])/C(=C/C1=C(NN=C1)N)/CC(=O)OCCNCC[NH3+],LB_CDEPF,LBCEF06_206,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.49,N=c1[nH][nH]cc1C=C(CC(=O)OCCNCCN)C(=O)C1=C(CNCc2cc(=O)[nH]c(CN)n2)CC1,N=c1[nH][nH]cc1C=C(CC(=O)OCCNCCN)C(=O)C1=C(CNCc2cc(=O)[nH]c(CN)n2)CC1
C1(=O)[C@@](CCC1)(CNC(=O)c1cc(c(cn1)C(=O)c1cc(c(cc1)Cl)COCN)O)CO,LB_CDEPF,LBCEF06_174,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.49,NCOCc1cc(C(=O)c2c[nH]c(C(=O)NC[C@]3(CO)CCCC3=O)cc2=O)ccc1Cl,NCOCc1cc(C(=O)c2c[nH]c(C(=O)NCC3(CO)CCCC3=O)cc2=O)ccc1Cl
C1(=NN=C(O1)CC(=O)CC1=NON=C1[C@@H](N)/C=C/CCCNCCO)C(=O)O,LB_CDEPF,LBCEF07_091,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.49,NC(C=CCCCNCCO)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1,NC(C=CCCCNCCO)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1
C(=O)(Nc1cccc(c1C/C=C/Cc1ccc(c(c1)O)I)Br)C1=NN=C(O1)CNCCC,LB_CDEPF,LBCEF05_029,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF05,6.49,CCCNCc1nnc(C(=O)Nc2cccc(Br)c2C/C=C/Cc2ccc(I)c(O)c2)o1,CCCNCc1nnc(C(=O)Nc2cccc(Br)c2CC=CCc2ccc(I)c(O)c2)o1
C1(=C(C(=O)C1=O)/C=C/CC(=O)OCC1=C(CC=C1CCO)[C@](CF)(O)C1=CC=NO1)CBr,LB_CDEPF,LBCEF09_061,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF09,6.48,O=C(C=CCc1c(CBr)c(=O)c1=O)OCC1=C([C@@](O)(CF)c2ccno2)CC=C1CCO,O=C(C=CCc1c(CBr)c(=O)c1=O)OCC1=C(C(O)(CF)c2ccno2)CC=C1CCO
C(=O)(N1C=C(C(=N1)CC(=O)O)CC(=O)Nc1ccc(cc1N)Cl)[C@@H](O)/C=C(\C)/C1=COC(=CC1)CO,LB_CDEPF,LBCEF01_100,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.48,CC(=CC(=O)C(=O)n1cc(CC(=O)Nc2ccc(Cl)cc2N)c(CC(=O)O)n1)C1CC=C(CO)OC1,CC(=CC(=O)C(=O)n1cc(CC(=O)Nc2ccc(Cl)cc2N)c(CC(=O)O)n1)C1CC=C(CO)OC1
C(=O)(N1C=CC(=N1)CC(=O)OCC)[C@@H](O)/C=C(\CCN)/C1=C(C(=O)NC1=O)CO,LB_CDEPF,LBCEF01_101,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.48,CCOC(=O)Cc1ccn(C(=O)C(=O)CC(CCN)c2c(O)[nH]c(O)c2C=O)n1,CCOC(=O)Cc1ccn(C(=O)C(=O)CC(CCN)c2c(O)[nH]c(O)c2C=O)n1
C(=O)(OC(=O)c1cc(cc(c1)CN)[C@H](/C=C/N)COCN)C1=CNC=C(C1)C[NH3+],LB_CDEPF,LBCEF01_075,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.48,N=CC[C@H](COCN)c1cc(CN)cc(C(=O)OC(=O)C2=CN=CC(CN)C2)c1,N=CCC(COCN)c1cc(CN)cc(C(=O)OC(=O)C2=CN=CC(CN)C2)c1
C1(=NN=C(O1)CC(=O)CC1=NON=C1[C@H](N)CCNC(=O)Cc1cc(cc(c1)F)NCBr)C(=O)O,LB_CDEPF,LBCEF07_089,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.48,NC(CCNC(=O)Cc1cc(F)cc(NCBr)c1)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1,NC(CCNC(=O)Cc1cc(F)cc(NCBr)c1)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1
C(=O)(OC(=O)c1c(cc(cc1)Cl)C(=O)/C=C(/N)\C1=CNNC1=O)C1=CNC=C(C1)C[NH3+],LB_CDEPF,LBCEF01_062,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.48,N=C(CC(=O)c1cc(Cl)ccc1C(=O)OC(=O)C1=CN=CC(CN)C1)c1c[nH][nH]c1=O,N=C(CC(=O)c1cc(Cl)ccc1C(=O)OC(=O)C1=CN=CC(CN)C1)c1c[nH][nH]c1=O
c1cnc(c(n1)C#CC(=O)NC[C@@H](C1=C(CN=C1)CCC(=O)O)CCOCCCN)O,LB_CDEPF,LBCEF10_085,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.48,NCCCOCC[C@@H](CNC(=O)C#Cc1ncc[nH]c1=O)C1=C(CCC(=O)O)CN=C1,NCCCOCCC(CNC(=O)C#Cc1ncc[nH]c1=O)C1=C(CCC(=O)O)CN=C1
C(=O)(N1C[C@H](OC1)/C=C(\CO)/CCCOCC)c1cc(ccc1Br)C(=O)C1=C(OC=N1)CCCO,LB_CDEPF,LBCEF03_022,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF03,6.48,CCOCCC/C(=C/[C@@H]1CN(C(=O)c2cc(C(=O)c3ncoc3CCCO)ccc2Br)CO1)CO,CCOCCCC(=CC1CN(C(=O)c2cc(C(=O)c3ncoc3CCCO)ccc2Br)CO1)CO
C(=O)(O)C1=NC(=NN1)[C@@](O)(CO)C1=CC(=CN1)CNCC,LB_CDEPF,LBCEF06_216,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.47,CCNCc1c[nH]c([C@](O)(CO)c2n[nH]c(C(=O)O)n2)c1,CCNCc1c[nH]c(C(O)(CO)c2n[nH]c(C(=O)O)n2)c1
c1(cc(c2c(c1)C(=O)NC2=O)COCCO)[C@@H](O)/C(=C/CC(=O)O)/CO,LB_CDEPF,LBCEF02_020,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF02,6.47,O=C(O)C=CC(CO)C(=O)c1cc(COCCO)c2c(O)[nH]c(O)c2c1,O=C(O)C=CC(CO)C(=O)c1cc(COCCO)c2c(O)[nH]c(O)c2c1
C1=NN(C(=O)NC1=O)C[C@@H]([NH3+])C(=O)OC/C=C/c1cc(cc(c1)CN1CCCC1)OCC(=O)CN,LB_CDEPF,LBCEF07_033,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.47,NCC(=O)COc1cc(/C=C/COC(=O)C(N)Cn2ncc(=O)[nH]c2=O)cc(CN2CCCC2)c1,NCC(=O)COc1cc(C=CCOC(=O)C(N)Cn2ncc(=O)[nH]c2=O)cc(CN2CCCC2)c1
c1(cc(c2c(c1)C(=O)NC2=O)COCCO)/C=C/N([C@@H](C1=NOCN1)CC(=O)N)CF,LB_CDEPF,LBCEF02_016,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF02,6.47,NC(=O)CC(C1=NCON1)N(/C=C/c1cc(COCCO)c2c(c1)C(=O)NC2=O)CF,NC(=O)CC(C1=NCON1)N(C=Cc1cc(COCCO)c2c(c1)C(=O)NC2=O)CF
C(=O)(OC(=O)c1cc(cc(c1)CN)C[C@H](C(=O)O)N)C1=CNC=C(C1)C[NH3+],LB_CDEPF,LBCEF01_120,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.47,NCC1=CN=CC(C(=O)OC(=O)c2cc(CN)cc(CC(N)C(=O)O)c2)C1,NCC1=CN=CC(C(=O)OC(=O)c2cc(CN)cc(CC(N)C(=O)O)c2)C1
C(=C(\NCCCNCC(=O)CO)/C1=NN=C(O1)C[NH3+])/C1=NN=C(O1)CF,LB_CDEPF,LBCEF09_037,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF09,6.47,N=Cc1nnc(C(Cc2nnc(CF)o2)NCCCNCC(=O)CO)o1,N=Cc1nnc(C(Cc2nnc(CF)o2)NCCCNCC(=O)CO)o1
C(=O)(O)c1ccc(c(c1)C(=O)C1=C(CCO1)[C@H](C#CC1=C(N=CN1)Cl)CNCN)F,LB_CDEPF,LBCEF09_001,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF09,6.47,NCNCC(C#Cc1[nH]cnc1Cl)=C1CCOC1C(=O)c1cc(C(=O)O)ccc1F,NCNCC(C#Cc1[nH]cnc1Cl)=C1CCOC1C(=O)c1cc(C(=O)O)ccc1F
C(=O)(O)C1=NC(=NN1CC#CCN1C=Cc2c1ncnc2N)[C@H](O)C1=CCC1,LB_CDEPF,LBCEF06_217,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.47,N=c1[nH]cnc2c1ccn2CC#CCn1nc(C(=O)C2=CCC2)nc1C(O)O,N=c1[nH]cnc2c1ccn2CC#CCn1nc(C(=O)C2=CCC2)nc1C(O)O
C1(=NN=C(O1)CC(=O)CC1=NON=C1[C@@H](N)/C=C/C[N@@H+](C)CC(=O)O)C(=O)O,LB_CDEPF,LBCEF07_110,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.47,CN(C=CCC(N)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1)CC(=O)O,CN(C=CCC(N)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1)CC(=O)O
C(=O)(c1cccc(c1)[C@H](N)O)c1cc(c(cn1)Cl)CN/C=C\COCCCCCC1=NNN=C1,LB_CDEPF,LBCEF01_088,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.47,N[C@H](O)c1cccc(C(=O)c2cc(CN=CCCOCCCCCc3c[nH]nn3)c(Cl)cn2)c1,NC(O)c1cccc(C(=O)c2cc(CN=CCCOCCCCCc3c[nH]nn3)c(Cl)cn2)c1
c1(cc(cc(c1)Cl)O)C(=O)C1=NOC(=N1)COC(=O)C1=C(OC=N1)/C=C/CCCCCN,LB_CDEPF,LBCEF06_021,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.47,NCCCCCC=Cc1ocnc1C(=O)OCc1nc(C(=O)c2cc(O)cc(Cl)c2)no1,NCCCCCC=Cc1ocnc1C(=O)OCc1nc(C(=O)c2cc(O)cc(Cl)c2)no1
C1(=O)C[C@](O1)(C1=C(ON=C1)C(=O)CNCC/C(=C/CCCC(=O)O)/C[NH3+])CO,LB_CDEPF,LBCEF02_006,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF02,6.46,NC/C(=C\CCCC(=O)O)CCNCC(=O)c1oncc1[C@]1(CO)CC(=O)O1,NCC(=CCCCC(=O)O)CCNCC(=O)c1oncc1C1(CO)CC(=O)O1
C(=C(\C(=O)O)/C1=CN=C(N(C1)C(=O)Nc1ccc(cc1)N)CN)\C(=O)N,LB_CDEPF,LBCEF05_035,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF05,6.46,N=CC1=NC=C(C(CC(N)=O)C(=O)O)CN1C(=O)Nc1ccc(N)cc1,N=CC1=NC=C(C(CC(N)=O)C(=O)O)CN1C(=O)Nc1ccc(N)cc1
c1cnc(c(n1)C#CC[NH2+]CC1=C(OC[C@H](O1)C(=O)C[NH3+])C(=O)CCCCl)O,LB_CDEPF,LBCEF10_048,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.46,NCC(=O)C1COC(C(=O)CCCCl)C(C=NCC#Cc2ncc[nH]c2=O)O1,NCC(=O)C1COC(C(=O)CCCCl)C(C=NCC#Cc2ncc[nH]c2=O)O1
C=C(CO)C(=O)N(C)c1cc(cc(c1)OC(=O)[C@](N)(CO)C1=NON=C1)NC(=O)CCl,LB_CDEPF,LBCEF09_060,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF09,6.46,C=C(CO)C(=O)N(C)c1cc(NC(=O)CCl)cc(OC(=O)[C@](N)(CO)c2cnon2)c1,C=C(CO)C(=O)N(C)c1cc(NC(=O)CCl)cc(OC(=O)C(N)(CO)c2cnon2)c1
C(=O)([C@H]1C(=CC1)CNCC1=CC(=O)N=C(N1)C[NH3+])/C(=C/C(=O)O)/CC(=O)OCCC(=O)C,LB_CDEPF,LBCEF06_151,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.46,CC(=O)CCOC(=O)CC(=CC(=O)O)C(=O)C1CCC1C=NCc1cc(=O)[nH]c(CN)n1,CC(=O)CCOC(=O)CC(=CC(=O)O)C(=O)C1CCC1C=NCc1cc(=O)[nH]c(CN)n1
c1ccc2c(cccc2c1)CNCC1=NOCN1CCCNCCCNCCN,LB_CDEPF,LBCEF01_033,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.45,NCCNCCCNCCCN1CON=C1CNCc1cccc2ccccc12,NCCNCCCNCCCN1CON=C1CNCc1cccc2ccccc12
c1cnc(c(n1)C#CC(=O)NC[C@@H](C1=NON=C1COC)c1ccccc1)O,LB_CDEPF,LBCEF10_092,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.45,COCc1nonc1C(CNC(=O)C#Cc1ncc[nH]c1=O)c1ccccc1,COCc1nonc1C(CNC(=O)C#Cc1ncc[nH]c1=O)c1ccccc1
C1(=NCCO1)[C@H](N)/C=C(\NCC1=NC(=C(O1)CCCCC[NH3+])CO)/c1cc(ccc1)CO,LB_CDEPF,LBCEF08_157,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF08,6.45,NCCCCCC1OC(CN=C(CC(N)c2ncco2)c2cccc(CO)c2)NC1C=O,NCCCCCC1OC(CN=C(CC(N)c2ncco2)c2cccc(CO)c2)NC1C=O
C(=O)(N1C(=CC(=N1)[C@](N)(O)C=C)O)COCC1=NN=C(N1)C(=O)OCCCCCN,LB_CDEPF,LBCEF06_230,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF06,6.45,C=C[C@@](N)(O)c1cc(=O)n(C(=O)COCc2n[nH]c(C(=O)OCCCCCN)n2)[nH]1,C=CC(N)(O)c1cc(=O)n(C(=O)COCc2n[nH]c(C(=O)OCCCCCN)n2)[nH]1
C1(=NN=C(O1)CC(=O)CC1=NON=C1[C@@H](N)/C=C/CCCCC)C(=O)O,LB_CDEPF,LBCEF07_082,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF07,6.45,CCCCC=CCC(N)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1,CCCCC=CCC(N)c1nonc1CC(=O)Cc1nnc(C(=O)O)o1
c1(c2C(=NOc2ncn1)C#C)[C@H](CCCN)CC(=O)O,LB_CDEPF,LBCEF01_038,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.44,C#Cc1noc2ncnc([C@H](CCCN)CC(=O)O)c12,C#Cc1noc2ncnc(C(CCCN)CC(=O)O)c12
C(=O)(c1cccc(c1)C[NH2+]C[C@@H](C/C=C/CN)CN)C1=Nc2cc(ccc2N1)O,LB_CDEPF,LBCEF01_136,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF01,6.44,NC/C=C/C[C@@H](CN)CNCc1cccc(C(=O)c2nc3cc(O)ccc3[nH]2)c1,NCC=CCC(CN)CNCc1cccc(C(=O)c2nc3cc(O)ccc3[nH]2)c1
c1cnc(c(n1)C#CC[NH2+]CC1=C(OC[C@H](O1)C(=O)C[NH3+])COC)O,LB_CDEPF,LBCEF10_037,LigBuilder,ChemDiv Fragments Epigenetics ,LB_CDEPIF10,6.44,COCC1=C(CNCC#Cc2ncc[nH]c2=O)OC(C(=O)CN)CO1,COCC1=C(CNCC#Cc2ncc[nH]c2=O)OC(C(=O)CN)CO1
