"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
0.85,"*Nc1cc(S(=O)(=O)Nc2ccc(OC)cc2)ccc1O",1,"COc1ccc(NS(=O)(=O)c2ccc(O)c(N)c2)cc1",294.332,"[H]Oc1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1N([H])[H]"
1.871,"*c1ccc(N2CCOCC2)cc1",1,"c1ccc(N2CCOCC2)cc1",163.22,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H]"
1.527,"*C1CC2(C1)CN(C1CC1)C2",1,"C1CC2(C1)CN(C1CC1)C2",137.226,"[H]C1([H])N(C2([H])C([H])([H])C2([H])[H])C([H])([H])C12C([H])([H])C([H])([H])C2([H])[H]"
0.517,"*CCCN(C)C",1,"CCCN(C)C",87.16599999999998,"[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]"
0.787,"*C(=O)C1CC(*)C1",1,"O=CC1CCC1",84.11800000000001,"[H]C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H]"
1.791,"*[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1",1,"Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)CC2",290.2710000000001,"[H]Oc1c([H])c(O[H])c2c(c1[H])O[C@]([H])(c1c([H])c(O[H])c(O[H])c(O[H])c1[H])C([H])([H])C2([H])[H]"
0.795,"*c1ccc(CO)o1",1,"OCc1ccco1",98.10099999999998,"[H]OC([H])([H])c1oc([H])c([H])c1[H]"
0.993,"*CCCN1CCC(F)C1",1,"CCCN1CCC(F)C1",131.194,"[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(F)C1([H])[H]"
2.622,"*c1cc2nc(N3CCN(C)CC3)cc(*)c2cc1OC",1,"COc1ccc2nc(N3CCN(C)CC3)ccc2c1",257.33699999999993,"[H]c1c(OC([H])([H])[H])c([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])nc2c1[H]"
-0.424,"*N1CCC(F)C1",1,"FC1CCNC1",89.113,"[H]N1C([H])([H])C([H])([H])C([H])(F)C1([H])[H]"
1.444,"*c1cc(*)c2cc(O)c(*)cc2n1",1,"Oc1ccc2ncccc2c1",145.161,"[H]Oc1c([H])c([H])c2nc([H])c([H])c([H])c2c1[H]"
2.198,"*CC1CCN(C(C)C)CC1",1,"CC1CCN(C(C)C)CC1",141.25799999999998,"[H]C([H])([H])C([H])(N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]"
-1.228,"*NCCSSCCN*",1,"NCCSSCCN",152.28799999999998,"[H]N([H])C([H])([H])C([H])([H])SSC([H])([H])C([H])([H])N([H])[H]"
2.125,"*[C@@H](Cc1c[nH]c2ccccc12)C(=O)O",1,"O=C(O)CCc1c[nH]c2ccccc12",189.21400000000003,"[H]OC(=O)C([H])([H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12"
2.892,"*c1cc(*)c2cc(Cl)c(*)cc2n1",1,"Clc1ccc2ncccc2c1",163.607,"[H]c1nc2c([H])c([H])c(Cl)c([H])c2c([H])c1[H]"
-1.582,"*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O",1,"OC[C@H]1OC[C@H](O)[C@@H]1O",134.131,"[H]OC([H])([H])[C@@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]1([H])O[H]"
2.67,"*CC1CCN(Cc2ccc(C(*)=O)s2)CC1",1,"CC1CCN(Cc2ccc(C=O)s2)CC1",223.34099999999995,"[H]C(=O)c1sc(C([H])([H])N2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]"
2.995,"*c1cc(*)c2cc(Cl)c(OCCCN3CCCC3)cc2n1",1,"Clc1cc2cccnc2cc1OCCCN1CCCC1",290.79400000000004,"[H]c1nc2c([H])c(OC([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(Cl)c([H])c2c([H])c1[H]"
0.484,"*C1CC2CCC(C1)N2C",1,"CN1C2CCCC1CC2",125.215,"[H]C([H])([H])N1C2([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H]"
-0.204,"*C1CCN(C)C(=O)C1",1,"CN1CCCCC1=O",113.16,"[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]"
2.858,"*c1cc2nc(-c3ccc(C)o3)nc(*)c2cc1OC",1,"COc1ccc2nc(-c3ccc(C)o3)ncc2c1",240.262,"[H]c1c(-c2nc([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3n2)oc(C([H])([H])[H])c1[H]"
0.814,"*C(F)(F)F",1,"FC(F)F",70.013,"[H]C(F)(F)F"
0.294,"*CC(O)COC(C*)C*",1,"CC(O)COC(C)C",118.17599999999999,"[H]OC([H])(C([H])([H])[H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H]"
-0.081,"*CC(O)CN1CCC(C(*)=O)CC1",1,"CC(O)CN1CCC(C=O)CC1",171.23999999999995,"[H]OC([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])=O)C([H])([H])C1([H])[H]"
2.226,"*Cc1ccc([N+](=O)[O-])o1",1,"Cc1ccc([N+](=O)[O-])o1",127.099,"[H]c1c([N+](=O)[O-])oc(C([H])([H])[H])c1[H]"
1.657,"*N=Nc1c(O)[nH]c2ccccc12",1,"N=Nc1c(O)[nH]c2ccccc12",161.164,"[H]N=Nc1c(O[H])n([H])c2c([H])c([H])c([H])c([H])c12"
2.92,"*CC(=O)Nc1sc2c(c1C(=O)OC)CCCCC2",1,"COC(=O)c1c(NC(C)=O)sc2c1CCCCC2",267.34999999999997,"[H]N(C(=O)C([H])([H])[H])c1sc2c(c1C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]"
2.095,"*Cc1cc(C)n(-c2ccc(Cl)c(C(=O)O)c2)c1C",1,"Cc1cc(C)n(-c2ccc(Cl)c(C(=O)O)c2)c1C",263.724,"[H]OC(=O)c1c([H])c(-n2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2C([H])([H])[H])c([H])c([H])c1Cl"
2.482,"*N=Cc1ccc(SC)cc1",1,"CSc1ccc(C=N)cc1",151.23399999999998,"[H]N=C([H])c1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H]"
2.741,"*CCCC",1,"CCCC",58.123999999999995,"[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]"
2.603,"*N=Cc1cc(Br)ccc1OC",1,"COc1ccc(Br)cc1C=N",214.062,"[H]N=C([H])c1c([H])c(Br)c([H])c([H])c1OC([H])([H])[H]"
0.651,"*c1cc(OC)ncn1",1,"COc1ccncn1",110.116,"[H]c1nc([H])c([H])c(OC([H])([H])[H])n1"
-1.386,"*NC",1,"CN",31.058,"[H]N([H])C([H])([H])[H]"
0.122,"*CCC(=O)NC",1,"CCC(=O)NC",87.12199999999999,"[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H]"
2.935,"*c1ccc2c(c1)C(=O)c1cc(*)ccc1-2",1,"O=C1c2ccccc2-c2ccccc21",180.206,"[H]c1c([H])c([H])c2c(c1[H])C(=O)c1c([H])c([H])c([H])c([H])c1-2"
-0.147,"*c1ccn(C)n1",1,"Cn1cccn1",82.10600000000001,"[H]c1nn(C([H])([H])[H])c([H])c1[H]"
0.395,"*c1cc[nH]c(=O)c1",1,"O=c1cccc[nH]1",95.101,"[H]c1c([H])c([H])n([H])c(=O)c1[H]"
0.61,"*CC1C2CCC1CN(*)C2",1,"CC1C2CCC1CNC2",125.215,"[H]N1C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])(C1([H])[H])C2([H])C([H])([H])[H]"
0.892,"*c1ccc(C#N)o1",1,"N#Cc1ccco1",93.08499999999998,"[H]c1oc(C#N)c([H])c1[H]"
2.178,"*C1CCCC1",1,"C1CCCC1",70.135,"[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]"
-0.329,"*N1CC1",1,"C1CN1",43.068999999999996,"[H]N1C([H])([H])C1([H])[H]"
1.627,"*C1=CC(=O)C(=O)c2ccccc21",1,"O=C1C=Cc2ccccc2C1=O",158.15599999999998,"[H]C1=C([H])c2c([H])c([H])c([H])c([H])c2C(=O)C1=O"
0.688,"*c1ccncc1",1,"c1ccncc1",79.10199999999998,"[H]c1nc([H])c([H])c([H])c1[H]"
0.839,"*c1ccc(CN(C)C)o1",1,"CN(C)Cc1ccco1",125.17099999999996,"[H]c1oc(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]"
0.934,"*C(=O)C1(C)CC1",1,"CC1(C=O)CC1",84.11800000000001,"[H]C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])[H]"
