"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
1.528,"*c1ccccc1C1C(C#N)C(=N)OC2=CC(C)(C)CC(=O)C21",1,"CC1(C)C=C2OC(=N)C(C#N)C(c3ccccc3)C2C(=O)C1",294.3540000000001,"[H]N=C1OC2=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)C2([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])C1([H])C#N"
1.094,"*CC(NC(=O)OC(C)(C)C)C(*)=O",1,"CC(C=O)NC(=O)OC(C)(C)C",173.212,"[H]C(=O)C([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]"
-1.695,"*C(=O)CN(C)C(=N)N",1,"CN(CC=O)C(=N)N",115.13600000000001,"[H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C([H])=O"
1.603,"*N=C1C=C(C)CCC1C(C)C",1,"CC1=CC(=N)C(C(C)C)CC1",151.25299999999996,"[H]N=C1C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H]"
2.516,"*Nc1cccc(C(F)(F)F)c1",1,"Nc1cccc(C(F)(F)F)c1",161.126,"[H]c1c([H])c(N([H])[H])c([H])c(C(F)(F)F)c1[H]"
0.317,"*C(=O)C=CC#CC#CC#N",1,"N#CC#CC#CC=CC=O",129.11799999999997,"[H]C(=O)C([H])=C([H])C#CC#CC#N"
0.148,"*CC(=O)C(C)C",1,"CC(=O)C(C)C",86.134,"[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H]"
1.458,"*c1ccc(C(=O)O)s1",1,"O=C(O)c1cccs1",128.152,"[H]OC(=O)c1sc([H])c([H])c1[H]"
-1.787,"*NP(=O)(OC)OC",1,"COP(N)(=O)OC",125.064,"[H]N([H])P(=O)(OC([H])([H])[H])OC([H])([H])[H]"
-1.149,"*C(=O)C(Cc1c[nH]c(=S)[nH]1)[N+](C)(C)C",1,"C[N+](C)(C)C(C=O)Cc1c[nH]c(=S)[nH]1",214.31400000000002,"[H]C(=O)C([H])(C([H])([H])c1c([H])n([H])c(=S)n1[H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]"
2.328,"*c1cccc([N+](=O)[O-])c1",1,"O=[N+]([O-])c1ccccc1",123.11099999999996,"[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]"
1.628,"*CSSS",1,"CSSS",112.24400000000001,"[H]SSSC([H])([H])[H]"
0.092,"*C(=O)C(Cl)Cl",1,"O=CC(Cl)Cl",112.94300000000001,"[H]C(=O)C([H])(Cl)Cl"
2.897,"*CCC(C)(C)C(=NO)C(C)C",1,"CCC(C)(C)C(=NO)C(C)C",157.25699999999998,"[H]ON=C(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]"
1.195,"*c1cc2c(cc1F)OCC(=O)N2*",1,"O=C1COc2cc(F)ccc2N1",167.139,"[H]c1c([H])c2c(c([H])c1F)OC([H])([H])C(=O)N2[H]"
-0.055,"*C1C(=O)NC(=O)C1(Cl)Cl",1,"O=C1CC(Cl)(Cl)C(=O)N1",167.979,"[H]N1C(=O)C([H])([H])C(Cl)(Cl)C1=O"
0.482,"*C(=O)C(CS)CS",1,"O=CC(CS)CS",136.241,"[H]SC([H])([H])C([H])(C([H])=O)C([H])([H])S[H]"
-0.539,"*OC1CC2C3OC3C(C1)[N+]2(C)CCCC",1,"CCCC[N+]1(C)C2CC(O)CC1C1OC12",212.313,"[H]OC1([H])C([H])([H])C2([H])C3([H])OC3([H])C([H])(C1([H])[H])[N+]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]"
0.336,"*C(=O)c1cccnc1C(*)=O",1,"O=Cc1cccnc1C=O",135.12199999999999,"[H]C(=O)c1nc([H])c([H])c([H])c1C([H])=O"
0.678,"*C(CCCN(C)N=O)c1cccnc1",1,"CN(CCCCc1cccnc1)N=O",193.25,"[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(N=O)C([H])([H])[H])c([H])c1[H]"
2.676,"*CCCC(*)c1cccnc1",1,"CCCCc1cccnc1",135.20999999999998,"[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]"
-0.413,"*C1(C#N)C=CC(O)C1O",1,"N#CC1C=CC(O)C1O",125.12699999999997,"[H]OC1([H])C([H])=C([H])C([H])(C#N)C1([H])O[H]"
1.074,"*c1ccccc1NC(=O)O",1,"O=C(O)Nc1ccccc1",137.13799999999998,"[H]OC(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H]"
-1.73,"*NC(=N)NC1OC(O[PH](=O)(=O)O)C(O)C1O",1,"N=C(N)NC1OC(O[PH](=O)(=O)O)C(O)C1O",257.139,"[H]N=C(N([H])[H])N([H])C1([H])OC([H])(OP([H])(=O)(=O)O[H])C([H])(O[H])C1([H])O[H]"
1.317,"*CC(O)CC=CCCCCC(O)(O)O",1,"CC(O)CC=CCCCCC(O)(O)O",204.266,"[H]OC(O[H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])(O[H])C([H])([H])[H]"
-0.11,"*C(C#N)C(=O)N(CC)CC",1,"CCN(CC)C(=O)CC#N",140.18599999999998,"[H]C([H])(C#N)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]"
-2.093,"*C(=O)CC(NC(=N)NOCCC(N)C(*)=O)C(*)=O",1,"N=C(NOCCC(N)C=O)NC(C=O)CC=O",244.251,"[H]N=C(N([H])OC([H])([H])C([H])([H])C([H])(C([H])=O)N([H])[H])N([H])C([H])(C([H])=O)C([H])([H])C([H])=O"
-1.941,"*C(=O)CC(=O)CC(C)N",1,"CC(N)CC(=O)CC=O",129.159,"[H]C(=O)C([H])([H])C(=O)C([H])([H])C([H])(N([H])[H])C([H])([H])[H]"
0.811,"*CC=[N+]1C(C(=O)O)=Cc2cc(O)c(O)cc21",1,"CC=[N+]1C(C(=O)O)=Cc2cc(O)c(O)cc21",220.20399999999998,"[H]OC(=O)C1=C([H])c2c([H])c(O[H])c(O[H])c([H])c2[N+]1=C([H])C([H])([H])[H]"
0.544,"*C(=O)C(Cl)=CC=C(Cl)C(=O)O",1,"O=CC(Cl)=CC=C(Cl)C(=O)O",195.00099999999998,"[H]OC(=O)C(Cl)=C([H])C([H])=C(Cl)C([H])=O"
0.695,"*C(=O)C(=O)CCSC",1,"CSCCC(=O)C=O",132.184,"[H]C(=O)C(=O)C([H])([H])C([H])([H])SC([H])([H])[H]"
-0.21,"*C(=O)C(=C)OC1=CC(C(*)=O)=CCC1N",1,"C=C(C=O)OC1=CC(C=O)=CCC1N",193.20199999999997,"[H]C(=O)C(OC1=C([H])C(C([H])=O)=C([H])C([H])([H])C1([H])N([H])[H])=C([H])[H]"
-1.124,"*C(=O)C(=O)CCCC([N+])C(=O)[O-]",1,"[N+]C(CCCC(=O)C=O)C(=O)[O-]",170.14399999999998,"[H]C(=O)C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([N+])C(=O)[O-]"
-0.047,"*C(=O)C([N+])CSC(Cc1ccccc1)=NO",1,"[N+]C(C=O)CSC(Cc1ccccc1)=NO",236.29600000000002,"[H]ON=C(SC([H])([H])C([H])([N+])C([H])=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]"
-1.441,"*C(=O)C(O)(CC(=O)O)C[PH](=O)O",1,"O=CC(O)(CC(=O)O)C[PH](=O)O",196.09499999999997,"[H]OC(=O)C([H])([H])C(O[H])(C([H])=O)C([H])([H])P([H])(=O)O[H]"
0.026,"*CCC1C(O)CC(SCC(N*)C(*)=O)C1C*",1,"CCC1C(O)CC(SCC(N)C=O)C1C",231.361,"[H]OC1([H])C([H])([H])C([H])(SC([H])([H])C([H])(C([H])=O)N([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H]"
0.538,"*CC(C*)OO",1,"CC(C)OO",76.095,"[H]OOC([H])(C([H])([H])[H])C([H])([H])[H]"
-0.876,"*NC(C=S)C(*)=O",1,"NC(C=O)C=S",103.14599999999999,"[H]C(=O)C([H])(C([H])=S)N([H])[H]"
