"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
1.838,"*C1Cc2c(C(=O)OC)cncc2C1C",1,"COC(=O)c1cncc2c1CCC2C",191.22999999999996,"[H]c1nc([H])c2c(c1C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H]"
1.318,"*N=CCc1ccc(O)cc1",1,"N=CCc1ccc(O)cc1",135.16599999999997,"[H]N=C([H])C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H]"
0.01,"*CC#CC(=O)O",1,"CC#CC(=O)O",84.07399999999998,"[H]OC(=O)C#CC([H])([H])[H]"
-1.453,"*C1C(N)CC(NC)C(*)C1O",1,"CNC1CC(N)CC(O)C1",144.218,"[H]OC1([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])(N([H])C([H])([H])[H])C1([H])[H]"
0.812,"*c1cc(OC)cc(C#N)n1",1,"COc1ccnc(C#N)c1",134.138,"[H]c1nc(C#N)c([H])c(OC([H])([H])[H])c1[H]"
-1.45,"*C(=O)C(N)C[S+]([O-])C=CCC",1,"CCC=C[S+]([O-])CC(N)C=O",175.25300000000001,"[H]C(=O)C([H])(N([H])[H])C([H])([H])[S+]([O-])C([H])=C([H])C([H])([H])C([H])([H])[H]"
1.25,"*C(=O)CCC(C)C1(CC=C)C(=O)NC(=S)NC1=O",1,"C=CCC1(C(C)CCC=O)C(=O)NC(=S)NC1=O",268.338,"[H]C(=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])C([H])=C([H])[H])C(=O)N([H])C(=S)N([H])C1=O"
1.084,"*N1CCCC(=C)C(Cl)CC1",1,"C=C1CCCNCCC1Cl",159.66,"[H]C([H])=C1C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C1([H])Cl"
2.772,"*CCSSCC*",1,"CCSSCC",122.258,"[H]C([H])([H])C([H])([H])SSC([H])([H])C([H])([H])[H]"
2.861,"*c1c(Br)cc(CC#N)cc1Br",1,"N#CCc1cc(Br)cc(Br)c1",274.943,"[H]c1c(Br)c([H])c(C([H])([H])C#N)c([H])c1Br"
0.929,"*CC#CCCl",1,"CC#CCCl",88.537,"[H]C([H])([H])C#CC([H])([H])Cl"
0.021,"*C#N",1,"C#N",27.025999999999996,"[H]C#N"
2.684,"*CCCC(=O)OCC(=O)c1ccc(Br)cc1",1,"CCCC(=O)OCC(=O)c1ccc(Br)cc1",285.137,"[H]c1c([H])c(C(=O)C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1Br"
0.297,"*n1nc(OC)sc1=O",1,"COc1n[nH]c(=O)s1",132.14399999999998,"[H]n1nc(OC([H])([H])[H])sc1=O"
2.817,"*c1c(Br)cc(CCNC)cc1Br",1,"CNCCc1cc(Br)cc(Br)c1",293.00199999999995,"[H]c1c(Br)c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c1Br"
-1.234,"*CC(=N)N",1,"CC(=N)N",58.083999999999996,"[H]N=C(N([H])[H])C([H])([H])[H]"
0.256,"*C1OC=CC2(O)C(O)C(Cl)C(O)C12",1,"OC1C(Cl)C(O)C2(O)C=COCC12",206.625,"[H]OC1([H])C([H])(Cl)C([H])(O[H])C2([H])C([H])([H])OC([H])=C([H])C12O[H]"
0.266,"*C1CC2CCC(C1)N2O",1,"ON1C2CCCC1CC2",127.18700000000001,"[H]ON1C2([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H]"
0.969,"*C(=O)CCCN=C1CC(=O)c2c(O)cccc2C1=O",1,"O=CCCCN=C1CC(=O)c2c(O)cccc2C1=O",259.261,"[H]Oc1c([H])c([H])c([H])c2c1C(=O)C([H])([H])C(=NC([H])([H])C([H])([H])C([H])([H])C([H])=O)C2=O"
2.152,"*OCC#CC#CC#CC#CC#CC=C",1,"C=CC#CC#CC#CC#CC#CCO",178.18999999999997,"[H]OC([H])([H])C#CC#CC#CC#CC#CC([H])=C([H])[H]"
-0.207,"*N=C1CC(=O)C(O)(C=C)C1",1,"C=CC1(O)CC(=N)CC1=O",139.154,"[H]N=C1C([H])([H])C(=O)C(O[H])(C([H])=C([H])[H])C1([H])[H]"
1.538,"*CC=CC(=O)NCC(C)C",1,"CC=CC(=O)NCC(C)C",141.214,"[H]C(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])[H]"
0.694,"*CC(=O)n1cccc1",1,"CC(=O)n1cccc1",109.12799999999997,"[H]c1c([H])c([H])n(C(=O)C([H])([H])[H])c1[H]"
2.235,"*C(=O)CCCC(C)C",1,"CC(C)CCCC=O",114.18799999999999,"[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]"
0.482,"*C(=O)C(CS)CS",1,"O=CC(CS)CS",136.241,"[H]SC([H])([H])C([H])(C([H])=O)C([H])([H])S[H]"
1.075,"*CC1=CC(*)C2C=COC(O)C12",1,"CC1=CCC2C=COC(O)C12",152.19299999999998,"[H]OC1([H])OC([H])=C([H])C2([H])C([H])([H])C([H])=C(C([H])([H])[H])C12[H]"
-1.912,"*NCCO[PH](=O)O",1,"NCCO[PH](=O)O",125.06399999999998,"[H]OP([H])(=O)OC([H])([H])C([H])([H])N([H])[H]"
0.405,"*C(=O)C(N)CC1Cc2ccccc2C1=N",1,"N=C1c2ccccc2CC1CC(N)C=O",202.25699999999998,"[H]N=C1c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])C([H])([H])C([H])(C([H])=O)N([H])[H]"
1.105,"*c1cc(=S)ss1",1,"S=c1ccss1",134.25,"[H]c1ssc(=S)c1[H]"
-1.056,"*C(=O)C(*)CC[Se]CC(N)C(*)=O",1,"NC(C=O)C[Se]CCCC=O",222.14599999999996,"[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[Se]C([H])([H])C([H])(C([H])=O)N([H])[H]"
-0.741,"*C1OC(F)(COS(N)(=O)=O)C(O)C1O",1,"NS(=O)(=O)OCC1(F)OCC(O)C1O",231.201,"[H]OC1([H])C([H])([H])OC(F)(C([H])([H])OS(=O)(=O)N([H])[H])C1([H])O[H]"
0.485,"*c1nc(N(C)C)nc(=O)o1",1,"CN(C)c1ncoc(=O)n1",141.12999999999997,"[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])nc(=O)o1"
2.905,"*CCCC(C)(O)C1CC=CCC1",1,"CCCC(C)(O)C1CC=CCC1",168.27999999999994,"[H]OC(C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])=C([H])C([H])([H])C1([H])[H]"
2.851,"*c1oc2ccc(CC(C)O)cc2c1C",1,"Cc1coc2ccc(CC(C)O)cc12",190.242,"[H]OC([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c2oc([H])c(C([H])([H])[H])c2c1[H]"
