"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
2.943,"*CCCC1=CCSSSC1",1,"CCCC1=CCSSSC1",192.374,"[H]C1=C(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])SSSC1([H])[H]"
1.341,"*CC1OC(Nc2ccccc2)C(N*)C(*)C1*",1,"CC1CCC(N)C(Nc2ccccc2)O1",206.28900000000002,"[H]c1c([H])c([H])c(N([H])C2([H])OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])N([H])[H])c([H])c1[H]"
-0.433,"*C1CN(*)C1=O",1,"O=C1CCN1",71.079,"[H]N1C(=O)C([H])([H])C1([H])[H]"
2.511,"*C(=O)c1ccc2c(C(*)=O)ccccc1-2",1,"O=Cc1ccc2c(C=O)ccccc1-2",184.194,"[H]C(=O)c1c([H])c([H])c2c(C([H])=O)c([H])c([H])c([H])c([H])c1-2"
0.594,"*C(=O)C(C)SC",1,"CSC(C)C=O",104.17399999999999,"[H]C(=O)C([H])(SC([H])([H])[H])C([H])([H])[H]"
0.139,"*C(Br)C(=O)CI",1,"O=C(CBr)CI",262.87199999999996,"[H]C([H])(Br)C(=O)C([H])([H])I"
1.169,"*C(=O)C1CSSC1",1,"O=CC1CSSC1",134.225,"[H]C(=O)C1([H])C([H])([H])SSC1([H])[H]"
1.095,"*CC1CCCC(C)N1",1,"CC1CCCC(C)N1",113.204,"[H]N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]"
-0.941,"*C(=O)CC(O)(C(=O)O)C(F)C(=O)O",1,"O=CCC(O)(C(=O)O)C(F)C(=O)O",194.11399999999998,"[H]OC(=O)C([H])(F)C(O[H])(C(=O)O[H])C([H])([H])C([H])=O"
0.309,"*C(C#N)(CC)CO",1,"CCC(C#N)CO",99.133,"[H]OC([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H]"
-0.906,"*OCC1(C)CC(C(=O)O)N=CN1C",1,"CN1C=NC(C(=O)O)CC1(C)CO",186.21099999999996,"[H]OC(=O)C1([H])N=C([H])N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])O[H])C1([H])[H]"
2.136,"*c1oc(*)c(COC)c1C",1,"COCc1cocc1C",126.15499999999997,"[H]c1oc([H])c(C([H])([H])OC([H])([H])[H])c1C([H])([H])[H]"
1.192,"*Nc1ccc(C)c(N)c1S(=O)(=O)C(F)(F)F",1,"Cc1ccc(N)c(S(=O)(=O)C(F)(F)F)c1N",254.23299999999998,"[H]c1c([H])c(C([H])([H])[H])c(N([H])[H])c(S(=O)(=O)C(F)(F)F)c1N([H])[H]"
-0.421,"*C(=O)c1cccnc1C(=O)NN",1,"NNC(=O)c1ncccc1C=O",165.152,"[H]C(=O)c1c(C(=O)N([H])N([H])[H])nc([H])c([H])c1[H]"
-0.385,"*OCC(C)(C)O*",1,"CC(C)(O)CO",90.122,"[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H]"
0.797,"*C(C)(C)C#N",1,"CC(C)C#N",69.107,"[H]C([H])([H])C([H])(C#N)C([H])([H])[H]"
2.833,"*C(I)CC=CC=C",1,"C=CC=CCCI",208.042,"[H]C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])I"
