"LogD","IDNUMBER","NEW_SMILES","AMW","SMILES_H"
1.08,"F2147-1649","CC1(C)CC(C(N)=O)C1",127.187,"[H]N([H])C(=O)C1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H]"
1.424,"F2147-2557","C1CCC2(CC1)CNC2",125.215,"[H]N1C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]"
1.275,"F2189-0454","COc1ccc(C2(CN)CCOCC2)cc1",221.29999999999995,"[H]c1c([H])c(C2(C([H])([H])N([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])[H]"
2.694,"F2199-0605","Clc1ccc(C2=NCCC2)cc1",179.64999999999998,"[H]c1c([H])c(C2=NC([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl"
2.571,"F2167-4975","CC(C)(C(=O)O)c1cccc(Cl)c1",198.64899999999997,"[H]OC(=O)C(c1c([H])c([H])c([H])c(Cl)c1[H])(C([H])([H])[H])C([H])([H])[H]"
-1.206,"F6125-2806","CS(=O)(=O)N1CC(C(N)=O)C1",178.213,"[H]N([H])C(=O)C1([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C1([H])[H]"
0.733,"F2163-0012","CC1=C(C(=O)O)SCCO1",160.19399999999996,"[H]OC(=O)C1=C(C([H])([H])[H])OC([H])([H])C([H])([H])S1"
2.92,"F6546-0991","O=C(c1ccoc1)N1C2CCC1c1ccccc12",239.27399999999997,"[H]c1oc([H])c(C(=O)N2C3([H])c4c([H])c([H])c([H])c([H])c4C2([H])C([H])([H])C3([H])[H])c1[H]"
2.666,"F6617-2462","COc1ccc2c(ccn2C)c1",161.20399999999998,"[H]c1c(OC([H])([H])[H])c([H])c2c([H])c([H])n(C([H])([H])[H])c2c1[H]"
1.103,"F1957-0011","Cc1ncc(C(=O)O)c(C)c1Br",230.06099999999998,"[H]OC(=O)c1c([H])nc(C([H])([H])[H])c(Br)c1C([H])([H])[H]"
1.278,"F8886-2549","O=C(O)c1nsc2ccccc12",179.20000000000002,"[H]OC(=O)c1nsc2c([H])c([H])c([H])c([H])c12"
2.39,"F9994-0321","CC1CNCc2ccc(Cl)cc21",181.66599999999997,"[H]c1c([H])c2c(c([H])c1Cl)C([H])(C([H])([H])[H])C([H])([H])N([H])C2([H])[H]"
1.392,"F2191-0250","O=C(O)c1cc(Br)cs1",207.048,"[H]OC(=O)c1sc([H])c(Br)c1[H]"
-0.425,"F2182-0029","CC1(C)NCCNC1=O",128.175,"[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N([H])C([H])([H])C1([H])[H]"
2.569,"F2147-0975","c1ccc(-c2c[nH]c(C3CCCN3)n2)cc1",213.28399999999996,"[H]c1c([H])c([H])c(-c2nc(C3([H])N([H])C([H])([H])C([H])([H])C3([H])[H])n([H])c2[H])c([H])c1[H]"
2.374,"F2191-0014","O=C(O)C1CCCc2ccccc21",176.21500000000003,"[H]OC(=O)C1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H]"
0.921,"F2147-0068","NCC1CN(c2cccc(Cl)c2)C(=O)O1",226.66299999999995,"[H]c1c([H])c(Cl)c([H])c(N2C(=O)OC([H])(C([H])([H])N([H])[H])C2([H])[H])c1[H]"
2.25,"F9995-2555","NCc1ccccc1-c1ccsc1",189.283,"[H]c1sc([H])c(-c2c([H])c([H])c([H])c([H])c2C([H])([H])N([H])[H])c1[H]"
2.611,"F2189-0531","CC(C)(C)CN=c1cc[nH]cc1",164.252,"[H]c1c([H])n([H])c([H])c([H])c1=NC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]"
0.916,"F1799-0550","Oc1cc(C(O)O)cn1-c1cccc(F)c1",223.20299999999997,"[H]Oc1c([H])c(C([H])(O[H])O[H])c([H])n1-c1c([H])c([H])c([H])c(F)c1[H]"
1.375,"F6543-1376","CN(C)c1cc(N2CC(C#N)C2)ncn1",203.249,"[H]c1nc(N(C([H])([H])[H])C([H])([H])[H])c([H])c(N2C([H])([H])C([H])(C#N)C2([H])[H])n1"
2.816,"F1894-0242","Cc1n[nH]c(SCc2c(F)cccc2Cl)nc1=O",285.73100000000005,"[H]c1c([H])c(F)c(C([H])([H])Sc2nc(=O)c(C([H])([H])[H])nn2[H])c(Cl)c1[H]"
2.917,"F9995-0073","Cc1nc2cc(Cl)ccc2o1",167.59499999999997,"[H]c1c(Cl)c([H])c2nc(C([H])([H])[H])oc2c1[H]"
2.274,"F2182-0138","CSc1cccc(C(=O)O)c1",168.21699999999998,"[H]OC(=O)c1c([H])c([H])c([H])c(SC([H])([H])[H])c1[H]"
2.615,"F2167-2966","N#Cc1ccc(-c2ccccc2)nc1",180.20999999999998,"[H]c1nc(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1C#N"
0.931,"F2169-1213","CCNCc1cccc(O)c1",151.20899999999997,"[H]Oc1c([H])c([H])c([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])[H])c1[H]"
1.061,"F1967-0960","NC(=O)Nc1ccccc1",136.15399999999997,"[H]c1c([H])c([H])c(N([H])C(=O)N([H])[H])c([H])c1[H]"
0.036,"F0561-0176","CC(=O)N=c1c2c([nH]n1-c1ccc(F)cc1)C[S+]([O-])C2",293.32300000000004,"[H]c1c([H])c(-n2c(=NC(=O)C([H])([H])[H])c3c(n2[H])C([H])([H])[S+]([O-])C3([H])[H])c([H])c([H])c1F"
0.293,"F8884-7140","CC(=O)CCc1nccs1",155.22199999999998,"[H]c1nc(C([H])([H])C([H])([H])C(=O)C([H])([H])[H])sc1[H]"
-0.158,"F8887-5783","NCC(=O)C1CCCCC1",141.214,"[H]N([H])C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]"
2.108,"F2167-0165","O=C(O)c1cc(-c2ccc(F)cc2)c[nH]1",205.188,"[H]OC(=O)c1c([H])c(-c2c([H])c([H])c(F)c([H])c2[H])c([H])n1[H]"
1.275,"F1909-1610","CC(=O)NCc1ccc(N)c(Cl)c1",198.65299999999996,"[H]c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(Cl)c1N([H])[H]"
2.55,"F3257-0414","Fc1cccc(Cl)c1Cn1ccnc1",210.639,"[H]c1nc([H])n(C([H])([H])c2c(F)c([H])c([H])c([H])c2Cl)c1[H]"
0.684,"F1967-1763","O=C1CCCC(=O)c2ncccc21",175.187,"[H]c1nc2c(c([H])c1[H])C(=O)C([H])([H])C([H])([H])C([H])([H])C2=O"
1.457,"F2145-1019","CN1CCc2c(sc(N)c2C#N)C1",193.27499999999998,"[H]N([H])c1sc2c(c1C#N)C([H])([H])C([H])([H])N(C([H])([H])[H])C2([H])[H]"
2.478,"F8889-8427","O=C1CC(c2ccc(Cl)cc2)C1",180.634,"[H]c1c([H])c(C2([H])C([H])([H])C(=O)C2([H])[H])c([H])c([H])c1Cl"
