"ID","NEW_SMILES","Vina_scores","LeDock_scores"
"CHEMBL1377441","O=C(O)c1ccc(-c2ccc(CC3=NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl",-10.082,-7.21
"CHEMBL1430983","COc1cc(C=C2SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O",-9.542,-8.09
"CHEMBL1967046","c1coc(-c2ccc3nncn3c2)c1",-7.385,-5.05
"CHEMBL1346055","O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3cccc(Cl)c3)C2=O)cc1",-10.918,-7.11
"CHEMBL1985987","CC(=NNC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1",-9.066,-7.88
"CHEMBL1566530","O=C(O)CN1C(=O)C(=Cc2cc(Br)ccc2OCc2ccccc2Cl)SC1=S",-9.15,-8.29
"CHEMBL1313324","O=C(O)CCN1C(=O)C(=Cc2ccc(-c3nc4ccccc4s3)o2)SC1=S",-9.057,-7.96
"CHEMBL564052","N=c1[nH]cnc2c1ncn2C1OC(CSC2CCNC2)C(O)C1O",-8.359,-9.01
"CHEMBL1706577","O=C(NN=Cc1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12",-9.597,-7.66
"CHEMBL1411344","O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1",-7.726,-7.12
"CHEMBL1863716","Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCS(=O)(=O)O)C2=O)cc1",-10.004,-8.04
"CHEMBL1702473","COC1C(=N)C(=O)c2nc(C)ccc2C1=O",-6.708,-5.16
"CHEMBL1536256","COc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CCC(=O)O)C2=O)cc1",-9.486,-8.02
"CHEMBL560768","OC1C(CSC2CCNC2)OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]c(Cl)nc32)C1O",-9.921,-9.74
"CHEMBL1368108","C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(=C)C)C3)c1",-8.738,-7.52
"CHEMBL1606403","C=CCOC(=O)c1cc(-c2ccc(C=c3c(=O)[nH]c(O)c(C#N)c3=C)o2)ccc1Cl",-9.83,-7.74
"CHEMBL1310120","CC1=CC(=Cc2ccc(Br)o2)C(=O)O1",-6.63,-4.48
"CHEMBL1523953","Cc1ccc(S(=O)(=O)N2C(c3ccc(C(C)C)cc3)C=CC(C(=O)O)C2c2ccc(C(C)(C)C)cc2)cc1",-6.528,-4.45
"CHEMBL1566980","O=C(CSc1nc(=O)c2ccccc2[nH]1)N=c1[nH]c(-c2ccc(Br)cc2)cs1",-9.167,-8.81
"CHEMBL1322547","CC=CC=CC(=O)C1C(=O)C2(C)C(=O)C(C)(O)C1C(C1(C)OC(=O)C(C)C1=O)C2C(=O)C=CC=CC",-7.73,-6.2
"CHEMBL1440076","O=C(C=Cc1ccc(Br)cc1)NC(=S)Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1",-9.001,-7.89
"CHEMBL1389315","O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1",-10.208,-7.13
"CHEMBL1520133","CN(c1ccccc1)c1ccc(C=C(CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]",-8.978,-7.73
"CHEMBL1320181","CCOc1cc(C=C(C#N)C(=O)Nc2cccc(C(=O)O)c2)ccc1OCc1ccc(Br)cc1",-8.895,-7.59
"CHEMBL555352","NC(CCSCC1OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]cnc32)C(O)C1O)C(=O)O",-9.904,-9.01
"CHEMBL599013","O=C(O)c1ccccc1C=NNC(=O)c1cc(-c2ccco2)nc2ccccc12",-9.436,-7.38
"CHEMBL1978925","O=C(NN=Cc1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1",-8.846,-7.85
"CHEMBL1490134","C=CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1OC",-8.527,-8.08
"CHEMBL1529471","CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)C(=Cc2ccco2)SC1=S",-9.425,-7.66
"CHEMBL4863394","COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCc3ccc(C(O)=NO)cc3)c2cc1OC",-10.033,-8.89
"CHEMBL1509377","C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1",-9.306,-7.99
"CHEMBL1414679","CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)n2c(sc(=Cc3ccc(OCC(=O)O)cc3)c2=O)=N1",-9.23,-7.23
"CHEMBL224857","O=C(O)CCCCCN1C(=O)C(=Cc2cn(-c3ccccc3)nc2-c2cccs2)SC1=S",-9.19,-8.34
"CHEMBL1704267","O=C(NN=Cc1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12",-9.471,-7.26
"CHEMBL1440277","CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CC(=O)O)C2=O)cc1",-9.63,-8.23
"CHEMBL1333249","Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O",-10.536,-9.07
"CHEMBL1381264","CCS(=O)(=O)C1=NN2C(=N)C(=Cc3ccc(SCc4ccco4)o3)C(=O)N=C2S1",-8.572,-8.45
"CHEMBL1485277","CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1",-8.152,-7.53
"CHEMBL1435948","COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1",-9.472,-6.18
"CHEMBL1568915","CC(=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3)C(=O)O",-8.928,-5.85
"CHEMBL1340117","C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C=CCC)C3)c1",-9.233,-7.3
"CHEMBL1421559","Cc1oc2c(c1C(=O)c1ccc(Cl)cc1)C(=O)C(=O)c1ccccc1-2",-9.416,-6.13
"CHEMBL1975589","COC(=O)CC1OCC=C2CN3CCC45C(=Nc6c4cc(O)c(O)c6[N+](=O)[O-])C1C2CC35",-8.142,-6.54
"CHEMBL212414","Cc1ccc(NC(=O)CN2C(=O)N=C(Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1",-10.086,-9.15
"CHEMBL560045","Cc1nc(=N)c2ncn(C3OC(CSCCC(N)C(=O)O)C(O)C3O)c2[nH]1",-8.112,-8.97
"CHEMBL1551448","COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1",-9.165,-8.19
"CHEMBL1317569","CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1",-7.874,-7.05
"CHEMBL1369492","CCc1n[nH]c(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccc(C(C)C)cc3)cc2)s1",-9.214,-7.71
"CHEMBL1346592","Cc1ccccc1NC(=O)CN1C(=O)N=C(Cc2cccn2-c2cccc(C(=O)O)c2)C1=O",-9.829,-8.47
"CHEMBL1395998","CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1",-9.746,-8.41
"CHEMBL1437464","CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1",-8.199,-6.13
"CHEMBL1391256","O=C1CCCC2=c3c(ccc4ccccc34)=NC(c3ccco3)C12",-8.868,-5.39
"CHEMBL552763","NC(CCSCC1OC(n2cnc3c(=NCCc4ccc(-c5ccccc5)cc4)[nH]c(Cl)nc32)C(O)C1O)C(=O)O",-9.938,-9.83
"CHEMBL1503050","O=C(O)Cc1c[nH]c2cccc(O)c12",-6.768,-4.97
"CHEMBL104663","N=C(N)NCCCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3cc([N+](=O)[O-])ccc23)cc1",-9.423,-9.65
"CHEMBL1443718","CCOC(=O)C(C)N1C(=O)SC(=Cc2ccc(-c3ccccc3C(=O)O)o2)C1=O",-8.651,-6.75
"CHEMBL1967028","CCc1ccc(C(C)=NNC(=O)C=NC(=O)CCc2ccco2)cc1",-8.096,-6.88
"CHEMBL1571682","CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O",-8.346,-7.26
"CHEMBL1560128","CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O",-8.417,-6.75
"CHEMBL1587837","COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1",-9.917,-8.44
"CHEMBL1361703","COc1ccccc1CNC(=O)COC(=O)c1cc(-c2ccco2)nc2ccccc12",-9.621,-8.08
"CHEMBL1347385","O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(Sc2cccc3ccccc23)o1",-9.844,-7.04
"CHEMBL1713628","Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1N=Nc1ccccc1[N+](=O)[O-]",-8.645,-8.31
"CHEMBL1964442","O=C(NN=Cc1ccoc1)c1cc(O)cc(O)c1",-7.602,-6.98
"CHEMBL4862662","COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCN(c4ncc(C(O)=NO)cn4)CC3)c2cc1OC",-9.385,-9.79
"CHEMBL617","CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)O",-7.985,-7.19
"CHEMBL1902527","ClN=C1C=CC=CC1=NCl",-5.57,-4.48
"CHEMBL1315592","COC(=O)C1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1",-8.684,-6.03
"CHEMBL1509648","Cc1ccc(C=CC(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)C=Cc3ccc(C)o3)c2)o1",-8.33,-7.27
"CHEMBL560105","NC(CCSCC1OC(n2cnc3c(=NCCCc4ccccc4)[nH]cnc32)C(O)C1O)C(=O)O",-8.314,-9.56
"CHEMBL1569215","O=C1NN(c2ccc(Cl)cc2)C(=O)C1=Cc1ccc(-c2cccc(C(=O)O)c2)o1",-9.99,-5.87
"CHEMBL1434750","O=C(O)CN1C(=O)C(=Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S",-9.398,-7.66
"CHEMBL1438370","Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F",-10.677,-8
"CHEMBL1320799","NS(=O)(=O)c1ccc(N=Nc2ccc(=O)[nH]c2O)cc1",-8.433,-7.43
"CHEMBL1209491","COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O",-10.537,-8.57
"CHEMBL1308055","Cc1ccc(-n2cccc2C=C2C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1Cl",-8.32,-8.71
"CHEMBL1461389","Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-]",-7.804,-8.1
"CHEMBL552246","N=c1[nH]cnc2c1nnn2C1OC(CSCCC(N)C(=O)O)C(O)C1O",-8.853,-8.48
"CHEMBL1312212","COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1",-10.043,-5.69
"CHEMBL550440","N=c1[nH]cnc2c1ncn2C1OC(CSC2CCNC(C(=O)O)C2)C(O)C1O",-9.02,-8.94
"CHEMBL1893341","COC(=O)c1ccc(C(=O)OC)c(NC(=O)Cc2cccs2)c1",-7.351,-6.91
"CHEMBL1348946","N#Cc1c(SCC(=O)N=c2[nH]c3ccc(Br)cc3s2)sc2c(=O)cc(O)[nH]c12",-9.291,-9.89
"CHEMBL1424189","CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1",-8.929,-7.07
"CHEMBL1548829","COC(=O)C(C(C)=O)=C(C=CC=CC=CN(C)C)N(C)C",-6.107,-5.99
"CHEMBL1715550","COc1cc(C=CC=C2CCC(=CC=Cc3ccc(O)c(OC)c3)C2=O)ccc1O",-8.362,-6.18
"CHEMBL1408320","CC(C)N1C(=O)C(=CC=Cc2ccco2)C(=O)N(Cc2ccco2)C1=O",-7.776,-5.75
"CHEMBL4854659","COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(c4ccc(C(O)=NO)cn4)CC3)c2cc1OC",-9.776,-8.98
"CHEMBL1571625","C=c1[nH]n(-c2ccccc2)c(=O)c1=Cc1[nH]c(=S)[nH]c1O",-7.83,-6.57
"CHEMBL1897695","CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O",-6.231,-6.06
"CHEMBL1983083","O=C(COc1ccc(C=NNC(=O)c2ccc(O)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1",-8.793,-7.49
"CHEMBL1423186","O=C(CSc1nc(=O)cc(O)[nH]1)Nc1ccccc1[N+](=O)[O-]",-8.659,-9.14
"CHEMBL1707222","COC1=C(Br)C(=O)c2nc(C)ccc2C1=O",-6.391,-4.87
"CHEMBL1371301","CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1",-7.817,-6.7
"CHEMBL1341590","CC(=O)OC=C1CSC2C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C(=O)N2C1C(=O)O",-8.915,-7.71
"CHEMBL1558195","CCOc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1S(=O)(=O)N1CCOCC1",-8.785,-8.81
"CHEMBL1522300","COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1",-9.827,-7.01
"CHEMBL1480378","Cc1cc[nH]c(=NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1",-8.543,-7.46
"CHEMBL1521144","O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccc(Cl)cc1",-9.434,-8.33
"CHEMBL256098","Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1",-9.814,-8.04
"CHEMBL1181670","c1ccc2c(c1)C1=NCCN1c1ccccc1-2",-7.897,-5.3
"CHEMBL1434555","Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1",-9.652,-7.58
"CHEMBL1464373","O=C(COC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)NCc1ccco1",-8.319,-7.36
"CHEMBL1612983","C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(Cl)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2",-8.448,-6.26
"CHEMBL1605668","COc1ccc(C(=O)C=Cc2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O",-9.141,-6.49
"CHEMBL1904582","NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O",-9.359,-5.86
"CHEMBL1529285","O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2F)N3)cc1",-10.468,-6.19
"CHEMBL1533351","C=c1c(=Cc2c(O)[nH]c(=S)[nH]c2=O)cc(C)n1-c1sc2c(c1C(=O)OCC)CCCC2",-8.332,-7.75
"CHEMBL1514259","COc1cc(C=C(CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl",-9.138,-8.13
