SMILES,DATABASE,ID,PROGRAM,FRAGMENTS,DATASET,PROGRAM_SCORE,SMILES_chiral,SMILES_no_chiral,HBA,HBD,RB,LogP,TPSA,MW,QED,SA,LeDock_scores,Vina_scores,HAC,LE_LeDock,LE_Vina,DTM,Quartile,SVM + RDK,FFNN + Morgan,SCAFFOLD
O=C(NCCCO)c1cc(-c2ccco2)nc2cc(C(F)(F)F)nn12,AB_CDDNMT,ABCDT01_01,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(NCCCO)c1cc(-c2ccco2)nc2cc(C(F)(F)F)nn12,O=C(NCCCO)c1cc(-c2ccco2)nc2cc(C(F)(F)F)nn12,6,2,5,2.1202999999999994,92.66,354.288,0.685,2.644,-7.89,-9.513,25,-0.3156,-0.38052,0.8744997999062121,Q4,0,1,c1coc(-c2ccn3nccc3n2)c1
CC(=O)C(O)OCN=c1[nH]c(-c2cc(OC(=O)O)ccc2Br)nc2ccccc12,AB_CDDNMT,ABCDT01_02,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)C(O)OCN=c1[nH]c(-c2cc(OC(=O)O)ccc2Br)nc2ccccc12,CC(=O)C(O)OCN=c1[nH]c(-c2cc(OC(=O)O)ccc2Br)nc2ccccc12,7,3,6,2.831400000000001,134.10000000000002,462.2560000000001,0.291,3.709,-8.74,-9.88,29,-0.30137931,-0.340689655,0.8832747316570795,Q4,0,0,N=c1[nH]c(-c2ccccc2)nc2ccccc12
CN=c1[nH]c(-c2ccccc2)nc2c1C(=O)CC(F)(N1CCN(C(C)=O)CC1)C2,AB_CDDNMT,ABCDT01_03,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN=c1[nH]c(-c2ccccc2)nc2c1C(=O)CC(F)(N1CCN(C(C)=O)CC1)C2,CN=c1[nH]c(-c2ccccc2)nc2c1C(=O)CC(F)(N1CCN(C(C)=O)CC1)C2,5,1,2,1.5659999999999998,81.66,397.4540000000002,0.78,3.766,-6.83,-9.897,29,-0.235517241,-0.341275862,0.8917506887422286,Q4,0,0,N=c1[nH]c(-c2ccccc2)nc2c1C(=O)CC(N1CCNCC1)C2
O=COCCCCCCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,AB_CDDNMT,ABCDT01_04,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=COCCCCCCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,O=COCCCCCCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,4,1,9,4.517400000000004,67.34,383.8790000000001,0.436,2.755,-7.61,-8.34,27,-0.281851852,-0.308888889,0.8995019070640177,Q4,0,0,N=c1[nH]c(-c2ccccc2)nc2ccccc12
CC(=O)NCC=Cn1c(-c2ccccc2)n[nH]c1=NCCCCCCOC=O,AB_CDDNMT,ABCDT01_05,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)NCC=Cn1c(-c2ccccc2)n[nH]c1=NCCCCCCOC=O,CC(=O)NCC=Cn1c(-c2ccccc2)n[nH]c1=NCCCCCCOC=O,6,2,12,2.1190999999999995,101.37,385.4680000000004,0.432,3.345,-8.74,-8.11,28,-0.312142857,-0.289642857,0.8849081999512214,Q4,0,0,N=c1[nH]nc(-c2ccccc2)[nH]1
CCCCNC(c1ccccc1)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,AB_CDDNMT,ABCDT01_06,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CCCCNC(c1ccccc1)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,CCCCNC(c1ccccc1)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,5,2,10,3.677500000000002,75.27,414.98,0.353,3.313,-8.66,-7.267,26,-0.333076923,-0.2795,0.9053913090155272,Q4,0,1,O=S(=O)(Cc1ccccc1)Cc1cccs1
CN=c1cc(-c2ccco2)[nH]c(-c2cc(OC=O)ccc2Br)n1,AB_CDDNMT,ABCDT01_07,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN=c1cc(-c2ccco2)[nH]c(-c2cc(OC=O)ccc2Br)n1,CN=c1cc(-c2ccco2)[nH]c(-c2cc(OC=O)ccc2Br)n1,5,1,4,3.164900000000001,80.48,374.194,0.712,3.3,-6.87,-8.096,23,-0.298695652,-0.352,0.9088227331117372,Q4,0,0,N=c1cc(-c2ccco2)[nH]c(-c2ccccc2)n1
CCCCCNC(CCCCCCOC=O)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,AB_CDDNMT,ABCDT01_08,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CCCCCNC(CCCCCCOC=O)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,CCCCCNC(CCCCCCOC=O)S(=O)(=O)Cc1ccc(C(=O)NCCl)s1,7,2,18,3.818400000000002,101.57,481.08000000000015,0.143,3.687,-8.71,-6.621,30,-0.290333333,-0.2207,0.9060165093575828,Q4,0,1,c1ccsc1
NCC(CC1CC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,AB_CDDNMT,ABCDT01_09,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,NCC(CC1CC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,NCC(CC1CC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,6,2,9,3.7021000000000015,106,412.4860000000002,0.605,3.667,-6.85,-7.066,30,-0.228333333,-0.235533333,0.883978046,Q4,0,0,O=c1c(N2CC(CCCC3CC3)C2)coc2ccccc12
Cc1cccc(-n2c(-c3ccccc3)n[nH]c2=NC2CN(C)CC2OC=O)c1,AB_CDDNMT,ABCDT01_10,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,Cc1cccc(-n2c(-c3ccccc3)n[nH]c2=NC2CN(C)CC2OC=O)c1,Cc1cccc(-n2c(-c3ccccc3)n[nH]c2=NC2CN(C)CC2OC=O)c1,6,1,5,1.93212,75.50999999999999,377.4480000000002,0.69,3.839,-7.01,-7.564,28,-0.250357143,-0.270142857,0.889489813,Q4,0,0,c1ccc(-c2n[nH]c(=NC3CCNC3)n2-c2ccccc2)cc1
O=C(OCCc1ccc2c(c1)[nH]c(=O)n2C1CCCC1)C1CCCCC1,AB_CDDNMT,ABCDT01_11,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(OCCc1ccc2c(c1)[nH]c(=O)n2C1CCCC1)C1CCCCC1,O=C(OCCc1ccc2c(c1)[nH]c(=O)n2C1CCCC1)C1CCCCC1,4,1,5,4.110700000000003,64.09,356.4660000000003,0.82,2.334,-6.82,-8.689,26,-0.262307692,-0.334192308,0.87920096,Q4,0,0,O=C(OCCc1ccc2c(c1)[nH]c(=O)n2C1CCCC1)C1CCCCC1
CN=c1[nH]c(-c2ccccc2-c2ccc(CCCCCCOC=O)cc2)nc(=N)[nH]1,AB_CDDNMT,ABCDT01_12,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN=c1[nH]c(-c2ccccc2-c2ccc(CCCCCCOC=O)cc2)nc(=N)[nH]1,CN=c1[nH]c(-c2ccccc2-c2ccc(CCCCCCOC=O)cc2)nc(=N)[nH]1,5,3,10,3.357670000000001,106.98,405.50200000000007,0.356,3.057,-8.11,-7.602,30,-0.270333333,-0.2534,0.9015379830930144,Q4,0,1,N=c1nc(-c2ccccc2-c2ccccc2)[nH]c(=N)[nH]1
CN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,AB_CDDNMT,ABCDT01_13,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,CN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,4,1,2,2.3123000000000005,65.53,399.5600000000002,0.843,4.222,-7.42,-9.447,28,-0.265,-0.337392857,0.9001450877352641,Q4,0,0,O=S1(=O)CCC(C2CNCC2N=c2c3c([nH]c4ccccc24)CCCC3)C1
CCC(CNC=O)COCc1sc2c(c1C)CC(C)(c1ccc(F)cc1)OC2,AB_CDDNMT,ABCDT01_14,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CCC(CNC=O)COCc1sc2c(c1C)CC(C)(c1ccc(F)cc1)OC2,CCC(CNC=O)COCc1sc2c(c1C)CC(C)(c1ccc(F)cc1)OC2,4,1,9,4.472520000000004,47.56,405.5350000000001,0.626,4.089,-7.4,-7.373,28,-0.264285714,-0.263321429,0.9141634742136836,Q4,0,1,c1ccc(C2Cc3ccsc3CO2)cc1
O=C(COCCNC(=O)c1ccncc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,AB_CDDNMT,ABCDT01_15,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(COCCNC(=O)c1ccncc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(COCCNC(=O)c1ccncc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,6,2,7,2.2421,114.45999999999998,429.4320000000002,0.436,2.228,-8.55,-9.646,32,-0.2671875,-0.3014375,0.892281332,Q4,0,1,O=C(COCCNC(=O)c1ccncc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3cc(OC=O)ccc3Br)c12,AB_CDDNMT,ABCDT01_16,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3cc(OC=O)ccc3Br)c12,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3cc(OC=O)ccc3Br)c12,7,2,7,4.329870000000002,104.86,471.3360000000002,0.307,3.219,-8.43,-9.262,29,-0.290689655,-0.31937931,0.9030329619052192,Q4,0,0,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3ccccc3)c12
O=C(COc1ccc(-c2ccco2)cc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,AB_CDDNMT,ABCDT01_17,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(COc1ccc(-c2ccco2)cc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(COc1ccc(-c2ccco2)cc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,5,1,5,4.739500000000003,85.60999999999999,423.4240000000002,0.441,2.127,-8.04,-10.246,32,-0.25125,-0.3201875,0.8883294505625859,Q4,0,1,O=C(COc1ccc(-c2ccco2)cc1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
O=C(Cc1ccc(C(=O)OCCc2ccc(N3CCOCC3)cc2)cc1)NCCCO,AB_CDDNMT,ABCDT01_18,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(Cc1ccc(C(=O)OCCc2ccc(N3CCOCC3)cc2)cc1)NCCCO,O=C(Cc1ccc(C(=O)OCCc2ccc(N3CCOCC3)cc2)cc1)NCCCO,6,2,10,1.9638000000000004,88.10000000000001,426.5130000000002,0.446,2.124,-7.57,-8.062,31,-0.244193548,-0.260064516,0.8854471537968824,Q4,0,1,O=C(OCCc1ccc(N2CCOCC2)cc1)c1ccccc1
O=COc1ccc(Br)c(C2Nc3ccccc3Nc3cc(CO)ccc32)c1,AB_CDDNMT,ABCDT01_19,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=COc1ccc(Br)c(C2Nc3ccccc3Nc3cc(CO)ccc32)c1,O=COc1ccc(Br)c(C2Nc3ccccc3Nc3cc(CO)ccc32)c1,5,3,4,4.735100000000003,70.59,425.28200000000015,0.527,3.199,-7.91,-9.691,27,-0.292962963,-0.358925926,0.9095408661558106,Q4,0,0,c1ccc(C2Nc3ccccc3Nc3ccccc32)cc1
O=C(CCNC(=O)c1ccncc1)NCCc1cc(COC(F)(F)F)ccc1Br,AB_CDDNMT,ABCDT01_20,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(CCNC(=O)c1ccncc1)NCCc1cc(COC(F)(F)F)ccc1Br,O=C(CCNC(=O)c1ccncc1)NCCc1cc(COC(F)(F)F)ccc1Br,4,2,9,3.359300000000002,80.32000000000001,474.2770000000001,0.585,2.44,-9.09,-8.316,29,-0.313448276,-0.286758621,0.9016786838087212,Q4,0,0,O=C(CCNC(=O)c1ccncc1)NCCc1ccccc1
Cc1ccccc1-c1nc(=NCCC(C)NC=O)nc(CNCc2ccccc2)[nH]1,AB_CDDNMT,ABCDT01_21,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,Cc1ccccc1-c1nc(=NCCC(C)NC=O)nc(CNCc2ccccc2)[nH]1,Cc1ccccc1-c1nc(=NCCC(C)NC=O)nc(CNCc2ccccc2)[nH]1,5,3,10,2.49522,95.06,404.51800000000014,0.453,3.511,-9.39,-9.573,30,-0.313,-0.3191,0.8983861847791907,Q4,0,0,N=c1nc(CNCc2ccccc2)[nH]c(-c2ccccc2)n1
CC(O)COC(Cc1cccnc1)Cc1cccc(CCCCCOC=O)c1,AB_CDDNMT,ABCDT01_22,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(O)COC(Cc1cccnc1)Cc1cccc(CCCCCOC=O)c1,CC(O)COC(Cc1cccnc1)Cc1cccc(CCCCCOC=O)c1,5,1,14,3.518600000000003,68.65,385.5040000000003,0.398,3.341,-7.7,-7.281,28,-0.275,-0.260035714,0.8992871495328649,Q4,0,0,c1ccc(CCCc2cccnc2)cc1
CCN=c1[nH]c(-c2ccccc2)c(-c2c(Cl)cnn2-c2ccc3c(c2)OCO3)s1,AB_CDDNMT,ABCDT01_23,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CCN=c1[nH]c(-c2ccccc2)c(-c2c(Cl)cnn2-c2ccc3c(c2)OCO3)s1,CCN=c1[nH]c(-c2ccccc2)c(-c2c(Cl)cnn2-c2ccc3c(c2)OCO3)s1,6,1,4,4.898600000000002,64.43,424.9130000000002,0.506,3.021,-8.23,-9.211,29,-0.283793103,-0.31762069,0.902493733,Q4,0,0,N=c1[nH]c(-c2ccccc2)c(-c2ccnn2-c2ccc3c(c2)OCO3)s1
CC(=O)CSN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,AB_CDDNMT,ABCDT01_24,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)CSN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,CC(=O)CSN1CC(N=c2c3c([nH]c4ccccc24)CCCC3)C(C2CCS(=O)(=O)C2)C1,6,1,5,2.919700000000001,82.6,473.6640000000005,0.675,4.579,-9.32,-9.059,32,-0.29125,-0.28309375,0.8884346855459343,Q4,0,0,O=S1(=O)CCC(C2CNCC2N=c2c3c([nH]c4ccccc24)CCCC3)C1
O=CN=c1nc2n([nH]1)C(c1ccccc1Br)CC(c1ccccc1)=N2,AB_CDDNMT,ABCDT01_25,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=CN=c1nc2n([nH]1)C(c1ccccc1Br)CC(c1ccccc1)=N2,O=CN=c1nc2n([nH]1)C(c1ccccc1Br)CC(c1ccccc1)=N2,4,1,3,3.144700000000001,75.4,396.2480000000001,0.691,3.676,-8.56,-9.802,25,-0.3424,-0.39208,0.9055306361774952,Q4,0,0,N=c1nc2n([nH]1)C(c1ccccc1)CC(c1ccccc1)=N2
O=C(F)NCc1ccc(CCC(NC(=O)OCC2COc3ccccc3C2)C(=O)O)cc1,AB_CDDNMT,ABCDT01_26,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(F)NCc1ccc(CCC(NC(=O)OCC2COc3ccccc3C2)C(=O)O)cc1,O=C(F)NCc1ccc(CCC(NC(=O)OCC2COc3ccccc3C2)C(=O)O)cc1,5,3,9,3.229000000000001,113.96000000000002,444.4590000000002,0.404,3.278,-7.57,-9.052,32,-0.2365625,-0.282875,0.891606096,Q4,0,0,O=C(NCCCc1ccccc1)OCC1COc2ccccc2C1
CC(CNC(C)(C)CC(NCN=c1[nH]ncs1)c1ccccc1)OCNC(=O)c1ccccc1,AB_CDDNMT,ABCDT01_27,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(CNC(C)(C)CC(NCN=c1[nH]ncs1)c1ccccc1)OCNC(=O)c1ccccc1,CC(CNC(C)(C)CC(NCN=c1[nH]ncs1)c1ccccc1)OCNC(=O)c1ccccc1,7,4,13,3.2112000000000007,103.43,482.6540000000002,0.28,4.111,-9.37,-7.976,34,-0.275588235,-0.234588235,0.9077918819968394,Q4,0,1,O=C(NCOCCNCCC(NCN=c1[nH]ncs1)c1ccccc1)c1ccccc1
N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3ccccc3OC=O)c12,AB_CDDNMT,ABCDT01_28,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3ccccc3OC=O)c12,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3ccccc3OC=O)c12,7,2,7,3.567370000000002,104.86,392.44000000000017,0.368,3.076,-8.1,-9.346,28,-0.289285714,-0.333785714,0.9022573931059288,Q4,0,0,N=c1[nH]c(CCSc2ccccc2)nc2onc(-c3ccccc3)c12
CC(CNC(C)(C)Cc1ccc2c(c1)OCO2)OCNC(=O)c1ccoc1,AB_CDDNMT,ABCDT01_29,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(CNC(C)(C)Cc1ccc2c(c1)OCO2)OCNC(=O)c1ccoc1,CC(CNC(C)(C)Cc1ccc2c(c1)OCO2)OCNC(=O)c1ccoc1,6,2,9,2.7116000000000007,81.96,374.4370000000001,0.657,3.285,-7.19,-8.696,27,-0.266296296,-0.322074074,0.8933064410341434,Q4,0,0,O=C(NCOCCNCCc1ccc2c(c1)OCO2)c1ccoc1
CC(=O)C(O)OCc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,AB_CDDNMT,ABCDT01_30,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)C(O)OCc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,CC(=O)C(O)OCc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,7,1,5,2.343,106.45,388.3790000000001,0.523,3.087,-7.38,-9.416,29,-0.254482759,-0.324689655,0.8947886045504613,Q4,0,0,O=C1c2ccccc2C(=O)c2cc(-c3cccnn3)ccc21
CC(CCc1ccc(C(=O)NCCc2cc(COOCCS)ccc2CO)cc1)NC=O,AB_CDDNMT,ABCDT01_31,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(CCc1ccc(C(=O)NCCc2cc(COOCCS)ccc2CO)cc1)NC=O,CC(CCc1ccc(C(=O)NCCc2cc(COOCCS)ccc2CO)cc1)NC=O,6,4,15,2.5965000000000007,96.89,460.5960000000001,0.108,3.313,-8.73,-7.593,32,-0.2728125,-0.23728125,0.9003974688556782,Q4,0,0,O=C(NCCc1ccccc1)c1ccccc1
N#Cn1c(=O)[nH]c2cc(CCOC(=O)c3ccc(CNC(=O)F)cc3)ccc21,AB_CDDNMT,ABCDT01_32,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,N#Cn1c(=O)[nH]c2cc(CCOC(=O)c3ccc(CNC(=O)F)cc3)ccc21,N#Cn1c(=O)[nH]c2cc(CCOC(=O)c3ccc(CNC(=O)F)cc3)ccc21,6,2,6,2.23738,116.98,382.351,0.385,2.824,-8.32,-9.388,28,-0.297142857,-0.335285714,0.8991125668136326,Q4,0,0,O=C(OCCc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1
CC(=O)C(O)OCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,AB_CDDNMT,ABCDT01_33,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)C(O)OCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,CC(=O)C(O)OCN=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,5,2,5,2.6655000000000006,87.57000000000001,357.7970000000001,0.687,3.409,-8.16,-9.22,25,-0.3264,-0.3688,0.8870804294540291,Q4,0,0,N=c1[nH]c(-c2ccccc2)nc2ccccc12
NCC(CC1CC1)CC1CN(c2c(Cl)cnn2-c2ccc3c(c2)OCO3)C1,AB_CDDNMT,ABCDT01_34,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,NCC(CC1CC1)CC1CN(c2c(Cl)cnn2-c2ccc3c(c2)OCO3)C1,NCC(CC1CC1)CC1CN(c2c(Cl)cnn2-c2ccc3c(c2)OCO3)C1,6,1,7,3.455700000000002,65.54,388.8990000000002,0.786,3.416,-7.72,-8.328,27,-0.285925926,-0.308444444,0.8970016022414542,Q4,0,0,c1cc(N2CC(CCCC3CC3)C2)n(-c2ccc3c(c2)OCO3)n1
Cc1c(C(=O)N=CCc2cc(COc3ccccc3)ccc2CO)[nH]c(CN)c1O,AB_CDDNMT,ABCDT01_35,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,Cc1c(C(=O)N=CCc2cc(COc3ccccc3)ccc2CO)[nH]c(CN)c1O,Cc1c(C(=O)N=CCc2cc(COc3ccccc3)ccc2CO)[nH]c(CN)c1O,5,4,8,3.01242,120.93,407.4700000000002,0.428,3.071,-9.08,-9.198,30,-0.302666667,-0.3066,0.8986751727816575,Q4,0,0,O=C(N=CCc1cccc(COc2ccccc2)c1)c1ccc[nH]1
CN=c1cc(-c2ccco2)[nH]c(-c2c[nH]c(-c3ccc(OCCS)cc3)c2-c2ccccc2)n1,AB_CDDNMT,ABCDT01_36,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN=c1cc(-c2ccco2)[nH]c(-c2c[nH]c(-c3ccc(OCCS)cc3)c2-c2ccccc2)n1,CN=c1cc(-c2ccco2)[nH]c(-c2c[nH]c(-c3ccc(OCCS)cc3)c2-c2ccccc2)n1,5,3,7,5.837900000000005,79.2,468.5820000000002,0.263,3.147,-7.98,-8.091,34,-0.234705882,-0.237970588,0.8937208020605313,Q4,0,0,N=c1cc(-c2ccco2)[nH]c(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)n1
NCC(CC1CCOCC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,AB_CDDNMT,ABCDT01_37,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,NCC(CC1CCOCC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,NCC(CC1CCOCC1)CC1CN(c2coc3cc(C=CCOC(=O)O)ccc3c2=O)C1,7,2,9,3.718700000000003,115.23000000000002,456.5390000000002,0.549,3.731,-6.67,-7.494,33,-0.202121212,-0.227090909,0.8876514201929857,Q4,0,0,O=c1c(N2CC(CCCC3CCOCC3)C2)coc2ccccc12
CN=c1[nH]c(-c2ccccc2-c2ccc(CCCC(C)NC=O)cc2)nc(=N)[nH]1,AB_CDDNMT,ABCDT01_38,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CN=c1[nH]c(-c2ccccc2-c2ccc(CCCC(C)NC=O)cc2)nc(=N)[nH]1,CN=c1[nH]c(-c2ccccc2-c2ccc(CCCC(C)NC=O)cc2)nc(=N)[nH]1,4,4,8,2.53897,109.78,390.491,0.443,3.585,-8.75,-8.268,29,-0.301724138,-0.285103448,0.90174384,Q4,0,1,N=c1nc(-c2ccccc2-c2ccccc2)[nH]c(=N)[nH]1
CC(=O)C(O)OCc1sc(=S)n2c1[nH]c(=O)c1cc(-c3ccc(-n4cccc4)cc3)ccc12,AB_CDDNMT,ABCDT01_39,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)C(O)OCc1sc(=S)n2c1[nH]c(=O)c1cc(-c3ccc(-n4cccc4)cc3)ccc12,CC(=O)C(O)OCc1sc(=S)n2c1[nH]c(=O)c1cc(-c3ccc(-n4cccc4)cc3)ccc12,8,2,6,4.453490000000002,88.72999999999999,477.5670000000002,0.279,3.641,-8.68,-9.631,33,-0.263030303,-0.291848485,0.90711415,Q4,0,0,O=c1[nH]c2csc(=S)n2c2ccc(-c3ccc(-n4cccc4)cc3)cc12
O=C(Cc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1)NCCCO,AB_CDDNMT,ABCDT01_40,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=C(Cc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1)NCCCO,O=C(Cc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1)NCCCO,4,2,6,3.170100000000001,83.47,399.4460000000002,0.488,2.085,-7.12,-8.964,30,-0.237333333,-0.2988,0.9017068201673288,Q4,0,1,O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21
CC(CCl)(Cc1cc(-c2coc3ccc(CCOC=O)cc3c2=O)c2c(n1)-c1ccccc1OC2)C(=O)O,AB_CDDNMT,ABCDT01_41,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(CCl)(Cc1cc(-c2coc3ccc(CCOC=O)cc3c2=O)c2c(n1)-c1ccccc1OC2)C(=O)O,CC(CCl)(Cc1cc(-c2coc3ccc(CCOC=O)cc3c2=O)c2c(n1)-c1ccccc1OC2)C(=O)O,7,1,9,5.002100000000005,115.93000000000002,533.9640000000004,0.181,3.774,-8.18,-9.899,38,-0.215263158,-0.2605,0.8836213682487281,Q4,0,0,O=c1c(-c2ccnc3c2COc2ccccc2-3)coc2ccccc12
CC(COC=O)C(C=CCNC=O)c1ccc(CC(C)(CCl)C(=O)O)cc1,AB_CDDNMT,ABCDT01_42,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(COC=O)C(C=CCNC=O)c1ccc(CC(C)(CCl)C(=O)O)cc1,CC(COC=O)C(C=CCNC=O)c1ccc(CC(C)(CCl)C(=O)O)cc1,4,2,13,2.7537000000000003,92.7,395.88300000000015,0.232,4.463,-7.94,-7.055,27,-0.294074074,-0.261296296,0.916586321,Q4,0,0,c1ccccc1
O=COCCCCCCCC(N=c1c2c([nH]c3ccccc13)CCCC2)NCCOC=O,AB_CDDNMT,ABCDT01_43,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,O=COCCCCCCCC(N=c1c2c([nH]c3ccccc13)CCCC2)NCCOC=O,O=COCCCCCCCC(N=c1c2c([nH]c3ccccc13)CCCC2)NCCOC=O,6,2,15,3.5497000000000023,92.78,441.57200000000034,0.326,3.824,-8.25,-7.696,32,-0.2578125,-0.2405,0.903266345,Q4,0,0,N=c1c2c([nH]c3ccccc13)CCCC2
CC(=O)CSOCN(Cn1c(=O)[nH]c2cc(-c3ccoc3)ccc21)c1ccncc1,AB_CDDNMT,ABCDT01_44,AlvaBuilder,ChemDiv DNMT,AB_CDDNMT01,1,CC(=O)CSOCN(Cn1c(=O)[nH]c2cc(-c3ccoc3)ccc21)c1ccncc1,CC(=O)CSOCN(Cn1c(=O)[nH]c2cc(-c3ccoc3)ccc21)c1ccncc1,8,1,9,3.660000000000002,93.36,424.4820000000001,0.249,3.354,-8.47,-8.181,30,-0.282333333,-0.2727,0.8943898537329371,Q4,0,0,O=c1[nH]c2cc(-c3ccoc3)ccc2n1CNc1ccncc1
